table_name,dataset_name,unionable_id
59_beer_tableB_colsize4_chunk4.csv,beer,2
62_company_tableA_colsize2_chunk2.csv,company,3
102_dblp_scholar_tableA_colsize5_chunk2.csv,dblp_scholar,5
39_amazon_google_tableB_colsize3_chunk4.csv,amazon_google,1
127_fodors_zagat_tableB_colsize7_chunk2.csv,fodors_zagat,6
96_dblp_acm_tableB_colsize4_chunk1.csv,dblp_acm,4
22_amazon_google_tableA_colsize4_chunk2.csv,amazon_google,1
125_fodors_zagat_tableB_colsize7_chunk0.csv,fodors_zagat,6
92_dblp_acm_tableA_colsize4_chunk2.csv,dblp_acm,4
91_dblp_acm_tableA_colsize4_chunk1.csv,dblp_acm,4
5_abt_buy_tableB_colsize4_chunk0.csv,abt_buy,0
82_dblp_acm_tableA_colsize5_chunk2.csv,dblp_acm,4
153_itunes_amazon_tableB_colsize8_chunk2.csv,itunes_amazon,7
121_fodors_zagat_tableA_colsize7_chunk1.csv,fodors_zagat,6
116_dblp_scholar_tableB_colsize4_chunk1.csv,dblp_scholar,5
123_fodors_zagat_tableA_colsize7_chunk3.csv,fodors_zagat,6
126_fodors_zagat_tableB_colsize7_chunk1.csv,fodors_zagat,6
115_dblp_scholar_tableB_colsize4_chunk0.csv,dblp_scholar,5
134_fodors_zagat_tableB_colsize6_chunk1.csv,fodors_zagat,6
94_dblp_acm_tableA_colsize4_chunk4.csv,dblp_acm,4
130_fodors_zagat_tableA_colsize6_chunk2.csv,fodors_zagat,6
53_beer_tableA_colsize4_chunk3.csv,beer,2
31_amazon_google_tableA_colsize3_chunk1.csv,amazon_google,1
139_itunes_amazon_tableA_colsize9_chunk3.csv,itunes_amazon,7
60_company_tableA_colsize2_chunk0.csv,company,3
113_dblp_scholar_tableA_colsize4_chunk3.csv,dblp_scholar,5
56_beer_tableB_colsize4_chunk1.csv,beer,2
66_company_tableB_colsize2_chunk1.csv,company,3
32_amazon_google_tableA_colsize3_chunk2.csv,amazon_google,1
45_beer_tableB_colsize5_chunk0.csv,beer,2
155_itunes_amazon_tableB_colsize8_chunk4.csv,itunes_amazon,7
100_dblp_scholar_tableA_colsize5_chunk0.csv,dblp_scholar,5
30_amazon_google_tableA_colsize3_chunk0.csv,amazon_google,1
132_fodors_zagat_tableA_colsize6_chunk4.csv,fodors_zagat,6
142_itunes_amazon_tableB_colsize9_chunk1.csv,itunes_amazon,7
175_walmart_amazon_tableB_colsize5_chunk4.csv,walmart_amazon,8
144_itunes_amazon_tableB_colsize9_chunk3.csv,itunes_amazon,7
43_beer_tableA_colsize5_chunk3.csv,beer,2
162_walmart_amazon_tableB_colsize6_chunk1.csv,walmart_amazon,8
137_itunes_amazon_tableA_colsize9_chunk1.csv,itunes_amazon,7
149_itunes_amazon_tableA_colsize8_chunk3.csv,itunes_amazon,7
151_itunes_amazon_tableB_colsize8_chunk0.csv,itunes_amazon,7
68_company_tableB_colsize2_chunk3.csv,company,3
40_beer_tableA_colsize5_chunk0.csv,beer,2
25_amazon_google_tableB_colsize4_chunk0.csv,amazon_google,1
169_walmart_amazon_tableA_colsize5_chunk3.csv,walmart_amazon,8
133_fodors_zagat_tableB_colsize6_chunk0.csv,fodors_zagat,6
72_company_tableA_colsize1_chunk2.csv,company,3
161_walmart_amazon_tableB_colsize6_chunk0.csv,walmart_amazon,8
26_amazon_google_tableB_colsize4_chunk1.csv,amazon_google,1
48_beer_tableB_colsize5_chunk3.csv,beer,2
141_itunes_amazon_tableB_colsize9_chunk0.csv,itunes_amazon,7
140_itunes_amazon_tableA_colsize9_chunk4.csv,itunes_amazon,7
76_company_tableB_colsize1_chunk1.csv,company,3
3_abt_buy_tableA_colsize4_chunk3.csv,abt_buy,0
64_company_tableA_colsize2_chunk4.csv,company,3
106_dblp_scholar_tableB_colsize5_chunk1.csv,dblp_scholar,5
38_amazon_google_tableB_colsize3_chunk3.csv,amazon_google,1
89_dblp_acm_tableB_colsize5_chunk4.csv,dblp_acm,4
57_beer_tableB_colsize4_chunk2.csv,beer,2
83_dblp_acm_tableA_colsize5_chunk3.csv,dblp_acm,4
108_dblp_scholar_tableB_colsize5_chunk3.csv,dblp_scholar,5
49_beer_tableB_colsize5_chunk4.csv,beer,2
79_company_tableB_colsize1_chunk4.csv,company,3
80_dblp_acm_tableA_colsize5_chunk0.csv,dblp_acm,4
170_walmart_amazon_tableA_colsize5_chunk4.csv,walmart_amazon,8
46_beer_tableB_colsize5_chunk1.csv,beer,2
