rec_id,purchase_price,supplier,prod_name
108,479.12,,11105947 symantec backup exec 11d for windows small business server standard w / continu
109,1834.26,,t5321a hp storageworks storage mirroring for aio edition license 1 host win
110,235.17,,12000-0611 cadopia standard v. 6 complete package 1 user cd win
111,186.73,,t74-01215 microsoft windows small business server 2003 version upgrade license 5 addit
112,1573.45,,22774 vsi-fax v. 6 complete package 1 server cd linux
113,857.38,,01-ssc-5670 sonicwall cfs standard edition for sonicwall pro 4100 subscription license 1
114,4160.59,,29p4453 ibm distributed computing environment v. 3.2 complete package 1 user
115,840.0,,j4300-ipsec-ltu juniper networks ipsec license for j4300 license 1 device
116,21.41,,17911 window washer license and media 1 user cd win
117,39.1,activision,activision 81935 spiderman 3 ps2
118,294.58,channel sources distribution co,channel sources distribution co mlw6 .0 checkmark multiledger for pc/mac
119,325.51,ipswitch,ipswitch wd-1000-0900 ws_ftp pro 9 sdk w / ws_ftp pro
120,749.01,,nbcn1005 netbotz central license 5 nodes win
121,213.09,,cww-6 .1 - win-mr ciscoworks for windows v. 6.1 version upgrade package 1 user upgrade
122,69.16,,sbqb7r quicken legal business pro 2007 complete package 1 user win
123,19.11,,62000046dg adobe acrobat 3d v. 1.0 media gov nact tlp cd win universal e
124,4792.85,,123-00001 microsoft visual studio 2005 team test load agent complete package 1 process
125,137.09,,eq771av aba microsoft windows xp professional license and media 1 user cto english -
126,166.15,,92722 tun plus 2006 competitive upgrade license and media 1 user win
127,460.7,,ma888z/a final cut studio v. 2 version upgrade package 1 seat dvd mac
128,108.95,,bt00nna ibm rational clearcase lt v. 6.0.0 media cd win hp-ux solaris en
129,20069.43,,910523-002 rumba as/400 edition v. 7.2 upgrade package 1 processor tier p50 c
130,143.01,,ba0f8ml ibm websphere mq v. 6.0.1 media cd linux unix win multi
131,17721.99,,pix-sw-sc-50 = cisco pix software security contexts license 50 additional users
132,1335.25,,wg017285 watchguard spamblocker subscription license renewal 1 year 1 appliance
133,803.32,,ua037-ux00w-5 .3 netraverse merge server version v. 5.3 version upgrade license 1 serve
134,520.31,,10759458 symantec backup exec 11d for windows small business server premium w / continuo
135,787.56,,121745 diskeeper 2007 pro premier edition complete package 10 workstations dvd -
136,176.38,,01-ssc-6639 sonicwall email compliance subscription subscription license 1 year 1 se
137,757.74,,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe
138,1542.62,,01-ssc-7491 sonicwall email protection subscription subscription license 2 years + dyn
139,5781.25,,01-ssc-6011 sonicwall update service for sonicwall content security manager 2100 cf mainte
140,260.63,,10759354 symantec backup exec 11d for windows small business server agent for windows sys
141,63.99,microsoft,money prem 2007 cd minibox
142,149.0,,ovolab phlink [ phlinkv3 ]
143,399.99,,wizoo wizooverb w5 5.1 surround sound room emulator
144,19.99,,dora the explorer : dora world adventures pc cd-rom
145,79.99,,adobe photoshop elements 4.0 mac
146,18.5,,nate lapointe grateful dead cherry lane music grateful dead legendary licks a step-by-step breakdown of grateful dead 's guitar styles and techniques
147,37.99,,sims 2 season expansion pack
148,14.86,,fifth dimension shannon grama yamaha the 5th dimension greatest hits on earth smart pianosoft
149,44.99,,roxio popcorn 2 video conversion software
150,43.32,,avanquest usa llc partition commander 10
151,205.99,,adobe indesign cs3 for mac upgrade
152,24.58,,bamboo technology llc vault360 combo
153,99.99,,macspeech ilisten software
154,40.3,,sylvia woods teach yourself to play the folk harp
155,22.13,,andrew lloyd webber yamaha andrew lloyd webber cats smart pianosoft 2-disk set
156,15.08,,destineer publishing coporation starship troopers/first to fight bundle
157,43.29,,global marketing partners art text belight software
158,169.99,,emedia finale allegro
159,17.24,,phantom efx reel deal slots mystic forest
160,22.13,,kevin burke homespun learn to play irish fiddle lesson one polkas jigs and slides
161,8.8,,orion/imaginova starry night galaxy explorer
162,4.82,global-software-publishing-north-america-inc,global software publ na sudoku
163,33.89,,encore inc elementary advantage 2008
164,14.86,,yamaha carole king tapestry smart pianosoft
165,359.99,,jungle software gorilla pro 4.0 film production
166,179.99,,allume anime studio pro
167,17.55,,dreamcatcher interactive obscure
168,145.99,,adobe acrobat v8 .0 professional for mac upsell from std-pro
169,16.31,,tri synergy inc oxford world encyclopedia
170,24.91,digital-leisure-inc .,digital leisure inc dance 6 ( e-jay )
171,13.38,,stamps.com your desktop post office
172,205.99,,adobe soundbooth cs3
173,23.72,,sos aggregation company panda antivirus 2007
174,18.5,,cindy blackman rittor music multiplicity : cindy blackman 's drum world vhs video
175,25.49,,encore inc registry mechanic
176,206.99,,adobe illustrator cs3 upgrade for mac
177,23.59,,phillip keveren disney 's the little mermaid/beauty and the beast
178,179.99,,jungle software gorilla student 4.0 film production
179,31.06,,topics entertainment instant play guitar deluxe v2 .0
180,44.95,,iplaymusic beginner guitar lessons mac
181,8.44,,sos aggregation company vw gti racer topware interactive
182,1434.99,,adobe cs3 web premium upsell
183,69.17,,onone software qx-tools pro 7 upgrade
184,29.4,,robert thies cecilia tsan yamaha sonatas for cello ( for cd-compatible modules )
185,17.1,,encore inc adventure workshop preschool-1st grade 8th edition
186,22.13,,judy garland yamaha judy garland the best of the capitol masters : the london sessions smart pianosoft
187,6.14,,hal leonard corporation basic guitar & string set up starter series dvd
188,14.86,,judy collins steve bach yamaha judy collins judith smart pianosoft
189,39.99,,micromat podlock ipod utility software
190,825.99,,adobe premiere pro cs3
191,37.19,,individual software inc bookkeeper 2008 ( us pos )
192,205.99,,adobe cs3 flash professional upgrade
193,37.82,,strategy first inc. culpa innata
194,92.51,,allume systems inc poser figure artist
195,97.99,,netopia timbuktu pro for mac single license
196,12.05,,topics entertainment instant immersion spanish advanced audio
197,22.13,,happy traum homespun fingerstyle arrangements for hymns spirituals and sacred songs dvd one
198,24.99,,vivendi blizzard world of warcraft
199,1180.37,,sage ( ptree ) premium accounting for manufacturing 2007 multi-user
200,12.68,,fred sokolow hal leonard corporation fretboard roadmaps instructional dvd for guitar
201,10.86,imagination-international-corp,imagination international corp live bingo
202,349.99,,emc insignia retrospect workgroup 6
203,43.32,,avanquest usa llc system care professional
204,61.8,,punch software pro home design suite
205,25.77,,brent mills yamaha selections from a chorus line
206,16.42,,victory multimedia wordweb deluxe
207,9.45,,school zone interactive vocabulary puzzles 1 on track software
208,145.73,,steinberg software cubase se 3.0 educational edition
209,19.66,sony-media-software,sony media software photo go ( with $ 5 mir )
210,22.13,,hal leonard musicmaker
211,3.44,,topics entertainment snap ! hair styler studio
212,21.23,,freeverse software toysight gold
213,22.13,,david grier homespun video bluegrass guitar
214,64.99,,symantec norton anti-virus v. 10 mac
215,29.4,,rob mullins yamaha welcome to planetmullins ! pianosoft plus audio
216,339.99,,adobe premiere pro cs3 academic
217,6.14,,yamaha theme from sabrina ( piano solo ) ( for xg-compatible modules )
218,17.55,,viva media llc riding academy : jump & ride
219,17.1,,encore inc printmaster gold v 17.0
220,24.0,,feral interactive ford racing 2 for os x
221,14.86,,whitney houston tad sisler yamaha whitney houston smart pianosoft
222,79.99,,apple ilife '06
223,17.55,sega-of-america-inc .,sega of america inc sonic mega collection
224,269.99,,jungle software gorilla standard 4.0 film production
225,7.6,,tom kolb star licks modes for the lead guitarist
226,299.99,,checkmark multiledger 6.0
227,3.1,,simply magazine finance your business
228,99.99,,apple ilife '06 family pack
229,17.55,,dreamcatcher interactive wanted wild willy west
230,57.52,,microvision development webexpress
231,21.99,,fogware hyb art dvd
232,25.77,,yamaha the hits of elton john
233,36.67,,roy book binder homespun blues by the book two-dvd set
234,16.64,,emedia music corp emedia guitar basics
235,38.43,,abacus usa/world extreme landscapes bundle
236,14.86,,star licks playing in the style of the fender telecaster greats
237,395.99,,corel painter x
238,7.17,,csdc more brain games on hand software
239,399.99,,microsoft windows vista ultimate retail no open box returns
240,25.49,,encore inc registry mechanic 6.0
241,39.61,,csdc macdrive 7 for windows mediafour corp.
242,385.99,,adobe cs3 design standard academic
243,33.89,,encore inc math advantage 2008
244,35.98,,csdc route 66 route canada ( french )
245,22.13,,pete huttlinger john denver homespun video learn to play the songs of john denver dvd
246,34.99,,sims 2 open for business
247,18.5,,rosemary clooney yamaha rosemary clooney white christmas smart pianosoft
248,29.99,,aspyr lego star wars
249,32.29,,grisoft avg anti-virus & anti-spyware
250,76.99,,phase one capture one le
251,85.07,,encore inc family tree maker version 16 collectors edition
252,35.99,,aspyr sims 2 university expansion pack
253,22.13,,paul mehling django reinhardt homespun learn to play django-style gypsy jazz guitar dvd one rhythm
254,819.99,,adobe cs3 web standard upsell
255,94.94,,re : launch bryce 6
256,8.8,,school zone interactive flash action addition & subtraction
257,306.99,,adobe cs3 after effects upgrade
258,72.86,,nova development corp art explosion 600000 images
259,299.99,,apple aperture v 1.5 photo editing
260,17.55,,topics entertainment instant immersion german 2.0
261,56.99,,x-plane 8 dlx mac os x graphic sim
262,14.86,,peter erskine trio hudson music peter erskine trio live at jazz baltica
263,935.99,,adobe photoshop cs3 extended for mac
264,1309.31,,intuit inc quickbooks premier edition 2007 5 user
265,99.99,,apple iwork '06 family pack
266,67.94,,susteen inc datapilot cell phone data transfer suite universal
267,26.33,warner-new-media,warner home video games hospital tycoon
268,92.2,,ca internet security suite plus 2008 w / $ 10000 warranty
269,25.77,,hal leonard rachmaninoff piano concerto no. 2 in c minor op. 18
270,25.77,,the richard friedman trio motown hits * ( for the tg-100 ) *
271,39.99,,berlitz french premier language learning
272,43.3,simply-put-software-llc,simply put software llc mozy 3.0
273,299.99,,microsoft windows xp pro sp2 retail
274,26.14,,roxio inc stopzilla 4.0
275,29.99,,chronos soho labels and envelopes
276,43.36,,delorme mapping topo usa 6.0 west region
277,36.99,,broderbund mavis beacon teaches typing deluxe17
278,22.13,,steve finger steve finger songs of gershwin porter & rodgers ez play today
279,25.75,,encore inc family tree maker v 16 essentials
280,415.99,,phase one capture one pro
281,17.55,,masque publishing sportsmans double play with american billiards
282,29.4,,bob florence quartet yamaha bob florence quartet ( for cd-compatible modules )
283,14.86,,lynyrd skynyrd yamaha lynyrd skynyrd all-time greatest hits smart pianosoft
284,281.99,,myob accountedge 2007
285,22.13,,yamaha piano la carte
286,199.99,,microsoft windows xp home edition sp2 retail box
287,14.86,,yamaha bread best of bread smart pianosoft
288,49.21,,emedia music corp emedia intermediate guitar method
289,415.99,,entertainment partners ep budgeting for film
290,7.81,,nova development corp ideasoft photo clip art 10000
291,26.14,,csdc pop-up stopper professional panicware
292,545.51,,steinberg software halion symphonic orchestra educational edition
293,14.86,,steely dan mike garson yamaha steely dan pretzel logic smart pianosoft
294,499.99,,apple final cut studio 2 upgrade from final cut studio
295,22.13,,richard friedman richard friedman the best of elton john ez play today
296,207.99,,netopia timbuktu pro for mac and windows 2 pack
297,22.99,,super collapse ! 3
298,164.99,,entertainment partners ep budgeting for film academic
299,14.86,,yamaha james taylor james taylor greatest hits smart pianosoft
300,8.01,riverdeep-learning-company,encore inc printshop business card maker
301,22.13,,jorma kaukonen homespun the electric guitar of jorma kaukonen blues rock & roll and beyond
302,14.86,,larry cohn neil diamond yamaha neil diamond the christmas album smart pianosoft
303,25.77,,hal leonard best of classic themes 2
304,499.99,,apple shake 4.1 mac os x
305,71.75,,intego inc internet security barrier x4 antispam edition
306,92.51,,mcafee inc total protection 2007 3-user
307,12.05,,topics entertainment instant immersion german audio
308,14.86,,amy grant yamaha amy grant the collection smart pianosoft
309,329.99,,adobe cs3 after effects academic
310,31.57,,sos aggregation company shrink my tunes z group
311,430.58,,iris inc readiris pro 11 corporate edition
312,145.7,,sibelius sibelius photoscore professional 4
313,25.49,,encore inc 3d home architect home design deluxe version 9
314,157.36,,adobe systems inc adobe acrobat 8.0 professional upsell ( std-pro )
315,18.5,,vorton technologies kool karaoke
316,95.99,,apple garageband jam pack : world music
317,26.14,,abacus vuvideo anywhere for your ipod
318,37.18,,findex.com inc quickverse mac bible study 2007 white box
319,45.99,,aspyr star wars battlefront mac os x
320,14.86,,yamaha eagles hotel california smart pianosoft
321,25.77,,mike garson screen themes '93
322,33.99,,cosmic blobs : the lab rat edition by solidworks
323,89.99,,alsoft diskwarrior for intel
324,1659.99,,adobe cs3 web premium
325,22.99,,macplay mah jong quest
326,415.99,,adobe dreamweaver cs3
327,699.99,,apple final cut studio 2 upgrade from final cut pro
328,71.99,,powerhouse migo for ipod for windows
329,714.99,,quark xpress 7 ( no returns )
330,85.99,,microspot macdraft pe personal edition
331,725.99,,adobe indesign cs3 for mac
332,205.99,,microsoft virtual pc 7.0 windows xp home
333,35.99,,aspyr sims 2 nightlife expansion pack
334,47.99,,heroes of might and magic v
335,39.99,,git 40 years of marvel avengers dvd-rom
336,62.99,,aquaminds notetaker
337,109.99,,micromat techtool protogo
338,939.99,,adobe cs3 master collection academic
339,24.99,,allume internet cleanup 3.0
340,45.99,,destineer rise of nations gold edition
341,42.99,,git 44 years of marvel fantastic 4 dvd-rom
342,85.99,,microspot interiors version 3.6
343,2335.0,,filemaker server 8 advanced
344,49.99,,emc insignia retrospect desktop 6 upgrade
345,89.99,,emc insignia retrospect desktop 6.x
346,45.99,,ages of empires iii
347,179.99,,marware project x project management software
348,289.99,,myob premier accounting for small business 2007-windows
349,125.99,,marketcircle daylite 3 customer relationship management crm
350,19.99,,brighter minds diner dash
351,23.99,,rollercoaster tycoon 3 soaked
352,724.99,,adobe cs3 flash professional
353,44.95,,aspyr lego star wars ii
354,1437.99,,adobe cs3 master collection upsell from cs2
355,1025.99,,adobe cs3 after effects
356,47.99,,aspyr star wars empire at war
357,95.99,,apple garageband jam pack : symphony orchestra
358,199.99,adobe-education-box,adobe illustrator cs3 for mac academic
359,29.0,,avanquest encyclopedia britannica 2006
360,52.99,,mariner calc spreadsheet software
361,264.99,,adobe photoshop lightroom
362,159.99,adobe-education-box,adobe acrobat v8 .0 professional for mac academic
363,169.99,,filemaker pro 8.5 upgrade
364,555.99,,emc insignia retrospect server 6
365,1149.0,,filemaker pro 8.5 5-user pack
366,169.99,curious-labs-inc .,allume poser 6 for mac
367,145.99,,adobe acrobat v8 .0 professional for mac upgrade
368,413.99,,adobe cs3 design standard upgrade windows
369,1639.99,,adobe cs3 design premium upsell
370,53.99,,aspyr simcity 4 deluxe
371,189.99,,adobe photoshop cs3 for mac upgrade
372,308.99,,adobe premiere pro cs3 upgrade
373,189.99,,symantec norton anti-virus 10 mac 5 user pack
374,45.99,,aspyr quake iv
375,95.99,,microsoft windows xp home edition sp2 oem
376,82.99,,micromat tech tool pro 4.5
377,145.99,,filemaker pro 8.5 academic
378,1399.0,,filemaker server 8 option pack
379,55.99,,aspyr command and conquer generals deluxe mac
380,23.99,,i spy mystery by topics entertainment
381,49.99,,corel corel word perfect office 12 upgrade
382,9.99,,ea sports battlefield 1942 : deluxe edition ( pc ) game
383,499.99,,apple remote desktop 3 unlimited managed systems
384,9.99,avanquest-publishing-usa-inc .,cyberlink power director 3
385,6.99,,cosmi print perfect clip art deluxe
386,4.99,sony-creative-software,sony pc video game the station access collection dvd-rom
387,7.99,,agatha christie and then there were none e ( pc ) tha christi
388,9.99,,atari unreal tournament 2004 : dvd edition ( pc ) game
389,19.99,,ubisoft brothers in arms : road to hill 30 ( pc ) thers in ar
390,11.23,,danny gill modern rock guitar soloing
391,43.99,,circus ponies notebook 2.0
392,25.77,,yamaha moulin rouge music from baz luhrmann 's film smart pianosoft
393,28.3,,nova development corp humorous greeting card factory
394,279.99,,filemaker pro 8.5 advanced upgrade
395,25.77,,max levinson virtuoso software max levinson chopin and brahms
396,29.99,me-too-software,me too software i transfer dvds 2 ipod
397,31.53,,sos aggregation company panda antivirus + firewall 2008 3-user
398,53.99,,aspyr call of duty deluxe
399,25.77,,mike garson mike garson jazzical suite
400,38.99,,mariner macjournal 4 journal blog podcast software
401,17.1,,encore inc spongebob squarepants typing fun
402,19.99,,encore marine aquarium 2.0
403,85.07,,encore inc family tree maker 2008 platinum
404,16.37,,strategy first inc. alliance future combat
405,39.99,,world of warcraft burning crusade
406,18.5,,the kinks yamaha the kinks greatest hits smart pianosoft
407,149.99,,macspeech ilisten with headset and microphone
408,22.13,,curtis brengle yamaha neil sedaka laughter in the rain : the best of neil sedaka 1974-1980 smart pianosoft
409,14.86,,kd lang tony bennett mike garson yamaha tony bennett & kd lang a wonderful world smart pianosoft
410,65.17,,nova development corp intellimover transfer your pc deluxe
411,15.95,,sos aggregation company airline tycoon deluxe topware interactive
412,47.99,,aspyr the sims complete collection
413,26.14,,magix entertainment corp. xtreme photostory on cd and dvd 6
414,41.99,smith-micro-software-inc .,allume morpheus photo animation suite
415,26.14,,abacus scrapbook for windows
416,26.14,,dreamcatcher interactive mark the
417,18.5,,tommy igoe hudson music getting started on drums
418,7.17,on-hand-software,csdc wild photo effects on hand software
419,23.69,,iolo technologies llc drivescrubber 3
420,15.27,,digital leisure inc mad dog 2 : the lost gold
421,445.3,,re : launch carrara 5 pro
422,24.91,sony-media-software,sony media software discrete drums : vol .1 sony sound series
423,6.56,,topics entertainment instant immersion japanese crash course
424,109.99,,iris readiris pro 11 mac ocr
425,23.59,,mike garson andrew lloyd webber andrew lloyd webber favorites featuring sunset boulevard
426,822.99,,adobe cs3 production premium upgrade
427,35.98,,feral interactive limited chessmaster 9000
428,309.99,,adobe fireworks cs3
429,14.86,,tony iommi tony iommi
430,413.99,,adobe cs3 web standard upgrade
431,29.4,,everett greene sue downs yamaha it 's easy being greene ! pianosoft plus audio
432,29.99,,civilization iv warlords expansion for mac
433,42.69,,encore inc print shop 22 deluxe
434,45.99,,aspyr doom iii
435,17.55,,topics entertainment middle school success essentials
436,37.82,graphics-simulations-corporation,graphic simulations corporation f/a -18 operation iraqi freedom
437,14.86,,hal leonard cathal mcconnell teaches pennywhistle
438,99.99,,myob firstedge
439,57.54,nuance-communications-inc .,nuance communications inc. ibm viavoice advanced v. 10
440,23.99,,omni web 5.0
441,6.56,topics-entertainment-software - ( consignment ),topics entertainment learn2 training for microsoft excel
442,119.99,,apple mac os x 10.4.6 tiger
443,23.76,,sos aggregation company onbidder win your ebay auctions z group
444,295.99,,adobe photoshop cs3 extended for mac academic
445,18.5,,bobby joe holman play harmonica pack
446,7.17,on-hand-software,csdc best of card games j/c on hand software
447,83.27,,global marketing partners backpack journalist honest technology
448,239.99,,adobe cs3 flash professional academic
449,18.5,,stephen webber berklee press turntable technique the art of the dj dvd
450,9.99,brighter-minds-media-inc .,brighter minds land before time : kindergarten
451,26.14,,viva media llc learn to play chess with fritz & chesster 2
452,1234.99,,adobe cs3 production premium upsell
453,51.21,,steve kaufman homespun bluegrass guitar solos that every parking lot picker should know ( series 4 )
454,14.86,,pam tillis yamaha pam tillis super hits smart pianosoft
455,14.86,,david gray mike garson yamaha david gray a new day at midnight smart pianosoft
456,85.07,,encore inc print shop 22 pro publisher deluxe
457,95.99,,apple garageband jam pack : remix tools
458,26.14,,summitsoft corp photoedit 2
459,0.5,,ilumina expansion series : left behind on cd-rom
460,16.62,,egames . inc galaxy of games 5000 pack
461,89.99,,computrace lojack for laptops 3 yr subscription
462,33.5,,individual software inc total 3d home & landscape deluxe 9
463,18.5,,tune 1000 bee gees songs made famous by the bee gees
464,18.77,,red mile entertainment world war ii dvd trivia challenge
465,619.99,,adobe illustrator cs3 for mac
466,26.14,,magix entertainment corp. xtreme photostory on cd and dvd 6
467,44.99,,allume anime studio 5
468,19.23,,hal leonard club mix
469,285.99,,filemaker pro 8.5
470,26.14,,dreamcatcher interactive 3 great games for guys
471,21.99,,fogware hyb places dvd
472,22.13,,matt glaser homespun video swingin ' jazz violin homespun level 3
473,36.67,,arti funaro electric guitar effects six cassette
474,14.86,,mike garson yamaha james taylor james taylor sweet baby james smart pianosoft
475,145.99,,myob accounting plus/accountedge additional u
476,22.13,,yamaha into the woods original cast recording smart pianosoft
477,25.21,global-marketing-partners,global marketing partners easy video editor 2.0 honest technology
