entry_id,music_genre,rights_info,song_name_text,release_day,download_price,play_time,alb_title
2827,"Alternative , Music , Indie Rock , Rock","2015 RCA Records , a division of Sony Music Entertainment",Different Colors ( Acoustic ),4-Sep-15,$ 1.29,3:24,Shut Up and Dance ( Acoustic ) - Single
2828,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2829,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2830,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2831,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2832,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,Outversion,10-Jul-07,$ 0.99,1:50,Version
2833,"Dance,Music,Hip-Hop / Rap,Hip-Hop , Alternative Rap , R&B / Soul , Soul , Electronic",2003 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States .,Rashi ( Outro ),29-Aug-03,$ 0.99,2:01,Here Comes the Fuzz
2834,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,Outversion,10-Jul-07,$ 0.99,1:50,Version
2835,"Electronic,Music,Hip-Hop / Rap , Alternative Rap , R&B / Soul,Neo-Soul , Soul , Contemporary R&B",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) LIMITED,Stop Me ( Kissy Sell Out Remix ),14-Aug-07,$ 0.99,5:58,Stop Me ( Remixes ) - EP
2836,"Pop , Music , R&B / Soul , Soul , Funk , Electronic","Tracks 3 , 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",12-Jan-15,$ 1.29,2:16,Uptown Special
2837,"Pop , Music , R&B / Soul , Soul , Funk , Electronic","Tracks 3 , 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",12-Jan-15,$ 1.29,2:16,Uptown Special
2838,"Pop , Music , R&B / Soul , Funk , Soul","Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",13-Jan-15,$ 1.29,2:16,Uptown Special
2839,"Pop , Music , R&B / Soul , Funk , Soul","Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",13-Jan-15,$ 1.29,2:16,Uptown Special
2840,"Pop , Music , R&B / Soul , Funk , Soul","Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",13-Jan-15,$ 1.29,2:16,Uptown Special
2841,"Pop , Music , R&B / Soul , Funk , Soul","Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",13-Jan-15,$ 1.29,2:16,Uptown Special
2842,"Pop , Music , R&B / Soul , Funk , Soul","Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",13-Jan-15,$ 1.29,2:16,Uptown Special
2843,"Pop , Music , R&B / Soul , Funk , Soul","Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",13-Jan-15,$ 1.29,2:16,Uptown Special
2844,"Pop , Music , R&B / Soul , Funk , Soul","Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",13-Jan-15,$ 1.29,2:16,Uptown Special
2845,"Pop , Music , R&B / Soul , Funk , Soul","Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",13-Jan-15,$ 1.29,2:16,Uptown Special
2846,"Pop , Music , R&B / Soul , Funk , Soul","Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",13-Jan-15,$ 1.29,2:16,Uptown Special
2847,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2848,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2849,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2850,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2851,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2852,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2853,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2854,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2855,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2856,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2857,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2858,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2859,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2860,"Soundtrack , Music , Original Score , Soundtrack , Classical",2015 Lions Gate Records Inc.,In the Bathtub,20-Jan-15,$ 1.29,2:23,Mortdecai ( Music from the Motion Picture )
2861,"Electronic,Music,Hip-Hop / Rap , Alternative Rap , R&B / Soul,Neo-Soul , Soul , Contemporary R&B",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) LIMITED,Stop Me ( Kissy Sell Out Remix ),14-Aug-07,$ 0.99,5:58,Stop Me ( Remixes ) - EP
2862,"Electronic,Music,Hip-Hop / Rap , Alternative Rap , R&B / Soul,Neo-Soul , Soul , Contemporary R&B",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) LIMITED,Stop Me ( Kissy Sell Out Remix ),14-Aug-07,$ 0.99,5:58,Stop Me ( Remixes ) - EP
2863,"Soundtrack , Music , Soundtrack",Compilation ( P ) 2008 SONY BMG MUSIC ENTERTAINMENT,Tender Buttons,18-Mar-08,Album Only,2:51,21 ( Music from the Motion Picture )
2864,"Rock , Music , Electronic",2006 Rapster,Exit Music ( For a Film ),28-Apr-06,$ 0.99,7:20,Exit Music : Songs With Radio Heads
2865,"Alternative , Music",2010 Mark Ronson under exclusive license to Sony Music Entertainment UK Limited,Bang Bang Bang ( feat . Q-Tip & MNDR ),12-Jul-10,$ 1.29,4:05,Bang Bang Bang ( feat . Q-Tip & MNDR ) - Single
2866,"Rock , Music",2010,Carrot Blue,29-Nov-10,$ 0.99,4:30,La Carotte Bleue
2867,"Pop , Music , Electronic",2012 The Coca-Cola Company / Mark Ronson / Katy B under exclusive license to Sony Music Entertainment UK Limited,Anywhere in the World ( Sport-a-Pella Version ),15-May-12,$ 1.29,3:51,Anywhere in the World - Single
2868,"Pop , Music , Electronic",2012 The Coca-Cola Company / Mark Ronson / Katy B under exclusive license to Sony Music Entertainment UK Limited,Anywhere in the World ( Sport-a-Pella Version ),15-May-12,$ 1.29,3:51,Anywhere in the World - Single
2869,"Pop , Music , R&B / Soul , Soul , Funk , Electronic","Tracks 3 , 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",12-Jan-15,$ 1.29,2:16,Uptown Special
2870,"Pop , Music , R&B / Soul , Soul , Funk , Electronic","Tracks 3 , 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",12-Jan-15,$ 1.29,2:16,Uptown Special
2871,"Pop , Music , R&B / Soul , Soul , Funk , Electronic","Tracks 3 , 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",12-Jan-15,$ 1.29,2:16,Uptown Special
2872,"Pop , Music , R&B / Soul , Soul , Funk , Electronic","Tracks 3 , 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",12-Jan-15,$ 1.29,2:16,Uptown Special
2873,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,Outversion,10-Jul-07,$ 0.99,1:50,Version
2874,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,Outversion,10-Jul-07,$ 0.99,1:50,Version
2875,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,Outversion,10-Jul-07,$ 0.99,1:50,Version
2876,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,Outversion,10-Jul-07,$ 0.99,1:50,Version
2877,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,Outversion,10-Jul-07,$ 0.99,1:50,Version
2878,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,Outversion,10-Jul-07,$ 0.99,1:50,Version
2879,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,Outversion,10-Jul-07,$ 0.99,1:50,Version
2880,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,Outversion,10-Jul-07,$ 0.99,1:50,Version
2881,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,Outversion,10-Jul-07,$ 0.99,1:50,Version
2882,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Hip-Hop / Rap,Hip-Hop , Adult Alternative , Electronic , Pop/Rock",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) LIMITED,Outversion,10-Jul-07,$ 0.99,1:52,Version
2883,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Hip-Hop / Rap,Hip-Hop , Adult Alternative , Electronic , Pop/Rock",2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) LIMITED,Outversion,10-Jul-07,$ 0.99,1:52,Version
