digital_track_id,singer_name,genre_classification,track_label,time_min,album,song_release_date,music_price
11235,Cas Haley,"International , Pop , Caribbean & Cuba , Reggae",No One,5:05,Connection,"September 14 , 2010",$ 0.99
11236,Cas Haley,"International , Pop , Caribbean & Cuba , Reggae",Let It Out,3:38,Connection,"September 14 , 2010",$ 0.99
11237,Cas Haley,"International , Pop , Caribbean & Cuba , Reggae",Time And Truth,3:51,Connection,"September 14 , 2010",$ 0.99
11238,Cas Haley,"International , Pop , Caribbean & Cuba , Reggae",Counting Stars,4:02,Connection,"September 14 , 2010",$ 0.99
11239,Cas Haley,"International , Pop , Caribbean & Cuba , Reggae",I 'm Free,3:35,Connection,"September 14 , 2010",$ 0.99
11240,Cas Haley,"International , Pop , Caribbean & Cuba , Reggae",Here I Come,3:53,Connection,"September 14 , 2010",$ 0.99
11241,Cas Haley,"International , Pop , Caribbean & Cuba , Reggae",Everyday,3:54,Connection,"September 14 , 2010",$ 0.99
11242,Cas Haley,"International , Pop , Caribbean & Cuba , Reggae",Connection,3:31,Connection,"September 14 , 2010",$ 0.99
11243,Cas Haley,"International , Pop , Caribbean & Cuba , Reggae",Better ( Michael G Easy Star All-Stars Remix ),4:52,Connection,"September 14 , 2010",$ 0.99
11244,The Devlins,Alternative Rock,Consent,4:48,Consent,,$ 0.99
11245,The Devlins,Alternative Rock,Static in the Flow,4:57,Consent,,$ 0.99
11246,The Devlins,Alternative Rock,There Is a Light,3:52,Consent,,$ 0.99
11247,The Devlins,Alternative Rock,Strangest Things,3:56,Consent,,$ 0.99
11248,The Devlins,Alternative Rock,In Seville,3:50,Consent,,$ 0.99
11249,The Devlins,Alternative Rock,People Still Believing,6:15,Consent,,$ 0.99
11250,The Devlins,Alternative Rock,Snowbirds,4:46,Consent,,$ 0.99
11251,The Devlins,Alternative Rock,Montreal,4:01,Consent,,$ 0.99
11252,The Devlins,Alternative Rock,Metro,1:22,Consent,,$ 0.99
11253,The Devlins,Alternative Rock,Wide Open,4:35,Consent,,$ 0.99
11254,The Devlins,Alternative Rock,Five Miles to Midnight,4:10,Consent,,$ 0.99
11255,The Devlins,Alternative Rock,Vertical,5:11,Consent,,$ 0.99
11256,Jon Hopkins,"Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",Circle,5:48,Contact Note,"June 20 , 2010",$ 0.99
11257,Jon Hopkins,"Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",Second Sense,5:13,Contact Note,"June 20 , 2010",$ 0.99
11258,Jon Hopkins,"Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",Contact Note,7:47,Contact Note,"June 20 , 2010",$ 0.99
11259,Jon Hopkins,"Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",Searchlight,2:16,Contact Note,"June 20 , 2010",$ 0.99
11260,Jon Hopkins,"Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",Symmetry,5:12,Contact Note,"June 20 , 2010",$ 0.99
11261,Jon Hopkins,"Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",100,6:00,Contact Note,"June 20 , 2010",$ 0.99
11262,Jon Hopkins,"Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",Glasstop,2:43,Contact Note,"June 20 , 2010",$ 0.99
11263,Jon Hopkins,"Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",Sleepwalker,4:35,Contact Note,"June 20 , 2010",$ 0.99
11264,Jon Hopkins,"Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",Reprise,3:14,Contact Note,"June 20 , 2010",$ 0.99
11265,Jon Hopkins,"Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",Nightjar,7:31,Contact Note,"June 20 , 2010",$ 0.99
11266,Jon Hopkins,"Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",Black and Red,5:25,Contact Note,"June 20 , 2010",$ 0.99
11267,Jon Hopkins,"Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",Luna Moth,5:38,Contact Note,"June 20 , 2010",$ 0.99
11268,Night Riots,Alternative Rock,Contagious,3:35,Contagious,"November 3 , 2014",$ 1.29
11269,Electrixx,"Electronica , Dance & Electronic , House",Control Freak,6:26,Control Freak,"March 20 , 2009",$ 0.99
11270,Electrixx,"Electronica , Dance & Electronic , House",My Mistake,6:09,Control Freak,"March 20 , 2009",$ 0.99
11271,Electrixx,"Electronica , Dance & Electronic , House",Control Freak ( Superstrobe Remix ),5:48,Control Freak,"March 20 , 2009",$ 0.99
11272,Disclosure,Dance & Electronic,Control,4:49,Control,"April 2 , 2013",$ 0.89
11273,Disclosure,Dance & Electronic,Lividup,6:05,Control,"April 2 , 2013",$ 0.89
11274,Disclosure,Dance & Electronic,Control ( Joe Goddard Remix ),6:34,Control,"April 2 , 2013",$ 0.89
11275,Disclosure,Dance & Electronic,Boiling ( Dixon Remix ),9:31,Control,"April 2 , 2013",$ 0.89
11276,Disclosure,Dance & Electronic,What 's In Your Head ( Mak & Pasteman Remix ),4:42,Control,"April 2 , 2013",$ 0.89
11277,Disclosure,Dance & Electronic,Boiling ( Medlar Remix ),5:52,Control,"April 2 , 2013",$ 0.89
11278,Chris Young,Rap & Hip-Hop,FYM [ Explicit ],3:28,Controversy [ Explicit ],"September 20 , 2015",$ 0.89
11279,Chris Young,Rap & Hip-Hop,FYM ( Radio ),3:30,Controversy [ Explicit ],"September 20 , 2015",$ 0.89
11280,Alesso,Dance & Electronic,Cool ( A-Trak Remix ) [ feat . Roy English ],4:45,Cool ( A-Trak Remix ),"May 4 , 2015",$ 1.29
11281,Alesso,Dance & Electronic,Cool ( Crnkn Remix ) [ Feat . Roy English ],4:39,Cool ( Crnkn Remix ),"March 31 , 2015",$ 1.29
11282,Alesso,Dance & Electronic,Cool ( Sonny Alven Remix ) [ feat . Roy English ],3:47,Cool ( Sonny Alven Remix ),"May 12 , 2015",$ 1.29
11283,Alesso,Dance & Electronic,Cool ( Sweater Beats Remix ) [ feat . Roy English ],3:26,Cool ( Sweater Beats Remix ),"April 14 , 2015",$ 1.29
11284,Anthony Hamilton featuring David Banner,R&B,Cool,4:17,Cool,"September 16 , 2008",$ 0.99
11285,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Fanfare For The Common Man ( Instrumental ),3:16,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11286,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Very Slowly,2:48,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11287,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Appalachian Spring : Allegro,3:03,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11288,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Appalachian Spring : Moderato,3:37,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11289,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Appalachian Spring : Fast,3:30,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11290,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Appalachian Spring : Subito allegro,4:04,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11291,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,As At First ( Slowly ),1:07,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11292,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Appalachian Spring : Doppio movimento,3:12,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11293,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Appalachian Spring : Moderato - Coda,3:25,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11294,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,The Boatmen 's Dance ( Set One ),3:16,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11295,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Old American Songs : The Dodger ( Set One ),2:07,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11296,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Long Time Ago ( Set One ),3:12,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11297,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Old American Songs : Simple Gifts ( Set One ),1:45,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11298,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Old American Songs : I Bought Me a Cat ( Set One ),2:06,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11299,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Old American Songs : The Little Horses ( Set One ),2:57,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11300,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Old American Songs : Zion 's Walls ( Set One ),2:08,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11301,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Old American Songs : The Golden Willow Tree ( Set One ),3:35,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11302,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Old American Songs : At the River ( Set One ),3:13,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11303,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Old American Songs : Ching-a-Ring Chaw ( Set One ),1:32,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11304,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Rodeo : Four Dance Episodes : I. Buckaroo Holiday,7:48,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11305,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Rodeo : Four Dance Episodes : II . Corral Nocturne ( Instrumental ),3:51,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11306,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Rodeo : Four Dance Episodes : III . Saturday Night Waltz,4:43,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11307,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Rodeo : Four Dance Episodes : IV . Hoedown,3:32,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11308,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,"Fanfare for the Common Man ( Version of Symphony No. 3 , Fourth Movement ) ( Excerpt )",1:56,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11309,"Aaron Copland , London Symphony Orchestra , William Warfield",Classical,Celebration ( after Billy 's capture ) from Billy the Kid ( Excerpt ),2:15,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )","September 30 , 2003",$ 0.99
11310,Varios Artistas,"Country , Traditional Country , Latin Music , Miscellaneous , International",Malverde un Santo Grande,2:58,Corridos Dedicados a Malverde,"September 19 , 2014",$ 0.99
11311,Varios Artistas,"Country , Traditional Country , Latin Music , Miscellaneous , International",La Tragedia de Malverde,2:43,Corridos Dedicados a Malverde,"September 19 , 2014",$ 0.99
11312,Varios Artistas,"Country , Traditional Country , Latin Music , Miscellaneous , International",El Santo Sinaloense,3:35,Corridos Dedicados a Malverde,"September 19 , 2014",$ 0.99
11313,Varios Artistas,"Country , Traditional Country , Latin Music , Miscellaneous , International",El Musico ( feat . La Aguililla ),3:21,Corridos Dedicados a Malverde,"September 19 , 2014",$ 0.99
11314,Varios Artistas,"Country , Traditional Country , Latin Music , Miscellaneous , International",La Historia de Malverde,4:07,Corridos Dedicados a Malverde,"September 19 , 2014",$ 0.99
11315,Varios Artistas,"Country , Traditional Country , Latin Music , Miscellaneous , International",La Historia de un Bandido,2:28,Corridos Dedicados a Malverde,"September 19 , 2014",$ 0.99
11316,Varios Artistas,"Country , Traditional Country , Latin Music , Miscellaneous , International",Homenaje a Malverde,2:55,Corridos Dedicados a Malverde,"September 19 , 2014",$ 0.99
11317,Varios Artistas,"Country , Traditional Country , Latin Music , Miscellaneous , International",Sr Malverde,2:32,Corridos Dedicados a Malverde,"September 19 , 2014",$ 0.99
11318,Varios Artistas,"Country , Traditional Country , Latin Music , Miscellaneous , International",El Robin Hood Mexicano,2:36,Corridos Dedicados a Malverde,"September 19 , 2014",$ 0.99
11319,Varios Artistas,"Country , Traditional Country , Latin Music , Miscellaneous , International",SeÌ ± or Malverde,2:33,Corridos Dedicados a Malverde,"September 19 , 2014",$ 0.99
11320,Los Sabios del Norte,"International , Latin Music , Norteno",Error de un Padre,2:57,Corzon NorteÌ ± o,"July 1 , 1995",$ 0.89
11321,Los Sabios del Norte,"International , Latin Music , Norteno",Mujer Aventurera,3:16,Corzon NorteÌ ± o,"July 1 , 1995",$ 0.89
11322,Los Sabios del Norte,"International , Latin Music , Norteno",Chiquilla Preciosa,2:48,Corzon NorteÌ ± o,"July 1 , 1995",$ 0.89
11323,Los Sabios del Norte,"International , Latin Music , Norteno",Como Te Quiero a Ti,3:12,Corzon NorteÌ ± o,"July 1 , 1995",$ 0.89
11324,Los Sabios del Norte,"International , Latin Music , Norteno",Contrato Con la Muerte,3:56,Corzon NorteÌ ± o,"July 1 , 1995",$ 0.89
11325,Los Sabios del Norte,"International , Latin Music , Norteno",De Pared en Pared,3:27,Corzon NorteÌ ± o,"July 1 , 1995",$ 0.89
11326,Los Sabios del Norte,"International , Latin Music , Norteno",Si Ya Me Olvidaste,3:13,Corzon NorteÌ ± o,"July 1 , 1995",$ 0.89
11327,Los Sabios del Norte,"International , Latin Music , Norteno",Madrecita Reina Mia,3:13,Corzon NorteÌ ± o,"July 1 , 1995",$ 0.89
11328,Los Sabios del Norte,"International , Latin Music , Norteno",Los Torcidos del Vallejo,2:54,Corzon NorteÌ ± o,"July 1 , 1995",$ 0.89
11329,Los Sabios del Norte,"International , Latin Music , Norteno",El Tiempo Se Va,3:03,Corzon NorteÌ ± o,"July 1 , 1995",$ 0.89
11330,Chase Rice,"Country , Rock",Heathens In The Evenin ',4:08,Country As Me,"March 8 , 2011",$ 0.99
11331,Chase Rice,"Country , Rock",Buzz Back,3:22,Country As Me,"March 8 , 2011",$ 0.99
11332,Chase Rice,"Country , Rock",My Old Man,4:04,Country As Me,"March 8 , 2011",$ 0.99
11333,Chase Rice,"Country , Rock",Die Tryin ',3:40,Country As Me,"March 8 , 2011",$ 0.99
11334,Chase Rice,"Country , Rock",Country As Me,4:01,Country As Me,"March 8 , 2011",$ 0.99
11335,Chase Rice,"Country , Rock",Beats A Million Bucks,4:15,Country As Me,"March 8 , 2011",$ 0.99
11336,The Osborne Brothers,Country,Roll Muddy River,2:29,Country Bluegrass,"May 8 , 1996",$ 0.99
11337,The Osborne Brothers,Country,"Ruby , Are You Mad ( Edit )",3:02,Country Bluegrass,"May 8 , 1996",$ 0.99
11338,The Osborne Brothers,Country,The Kind Of Woman I Got,2:27,Country Bluegrass,"May 8 , 1996",$ 0.99
11339,The Osborne Brothers,Country,Blue Heartache,2:07,Country Bluegrass,"May 8 , 1996",$ 0.99
11340,The Osborne Brothers,Country,Do n't Let Smokey Mountain Smoke Get In Your Eyes,2:14,Country Bluegrass,"May 8 , 1996",$ 0.99
11341,The Osborne Brothers,Country,Rocky Top ( Single Version ),2:35,Country Bluegrass,"May 8 , 1996",$ 1.29
11342,The Osborne Brothers,Country,Lizzie Lou,2:39,Country Bluegrass,"May 8 , 1996",$ 0.99
11343,The Osborne Brothers,Country,Up This Hill And Down,2:23,Country Bluegrass,"May 8 , 1996",$ 0.99
11344,The Osborne Brothers,Country,Georgia Pineywoods,2:11,Country Bluegrass,"May 8 , 1996",$ 0.99
11345,The Osborne Brothers,Country,My Old Kentucky Home,2:26,Country Bluegrass,"May 8 , 1996",$ 0.99
11346,Shake It for Me,Country,Country Girl ( Shake It for Me ) [ Luke Bryan Tribute ],4:01,Country Girl ( Shake It for Me ) ( Luke Bryan Tribute ) - Single,"June 27 , 2012",$ 0.99
11347,Shake It for Me,Country,Bringing Back The Sunshine,4:02,Country for Spring,,$ 1.29
11348,Shake It for Me,Country,The Only Way I Know,3:13,Country for Spring,,$ 1.29
11349,Shake It for Me,Country,It 's A Great Day To Be Alive ( Album Version ),4:01,Country for Spring,,$ 1.29
11350,Shake It for Me,Country,"No Shoes , No Shirt , No Problems",3:29,Country for Spring,,$ 0.99
11351,Shake It for Me,Country,Sunshine & Whiskey,3:02,Country for Spring,,$ 1.29
