song_id,date_released,genre_desc,duration_min,song_name_text,collection_name,price_tag,performer,publisher_info
11222,"April 29 , 2008","Thrash & Speed Metal , Hard Rock & Metal , Rock",0:04,Untitled 1,Conforming to Abnormality,$ 0.99,Cephalic Carnage,( c ) 2008 Relapse Records Inc.
11223,"April 29 , 2008","Thrash & Speed Metal , Hard Rock & Metal , Rock",0:10,Untitled 2,Conforming to Abnormality,$ 0.99,Cephalic Carnage,( c ) 2008 Relapse Records Inc.
11224,"April 29 , 2008","Thrash & Speed Metal , Hard Rock & Metal , Rock",0:04,Shut Up,Conforming to Abnormality,$ 0.99,Cephalic Carnage,( c ) 2008 Relapse Records Inc.
11225,"April 29 , 2008","Thrash & Speed Metal , Hard Rock & Metal , Rock",0:14,Novacaine ( Re-Installing Teeth ),Conforming to Abnormality,$ 0.99,Cephalic Carnage,( c ) 2008 Relapse Records Inc.
11226,"April 29 , 2008","Thrash & Speed Metal , Hard Rock & Metal , Rock",0:50,Shrimp Po ' Boy,Conforming to Abnormality,$ 0.99,Cephalic Carnage,( c ) 2008 Relapse Records Inc.
11227,"April 29 , 2008","Thrash & Speed Metal , Hard Rock & Metal , Rock",0:08,Celebrate,Conforming to Abnormality,$ 0.99,Cephalic Carnage,( c ) 2008 Relapse Records Inc.
11228,"April 29 , 2008","Thrash & Speed Metal , Hard Rock & Metal , Rock",2:20,Occular Penile Recepticle,Conforming to Abnormality,$ 0.99,Cephalic Carnage,( c ) 2008 Relapse Records Inc.
11229,"April 29 , 2008","Thrash & Speed Metal , Hard Rock & Metal , Rock",1:51,Dave 's Lunch,Conforming to Abnormality,$ 0.99,Cephalic Carnage,( c ) 2008 Relapse Records Inc.
11230,"April 29 , 2008","Thrash & Speed Metal , Hard Rock & Metal , Rock",2:17,Untitled 3,Conforming to Abnormality,$ 0.99,Cephalic Carnage,( c ) 2008 Relapse Records Inc.
11231,"September 14 , 2010","International , Pop , Caribbean & Cuba , Reggae",4:12,Release Me ( The Fear ),Connection,$ 0.99,Cas Haley,2010 Easy Star Records
11232,"September 14 , 2010","International , Pop , Caribbean & Cuba , Reggae",3:20,Better,Connection,$ 0.99,Cas Haley,2010 Easy Star Records
11233,"September 14 , 2010","International , Pop , Caribbean & Cuba , Reggae",4:14,Take A Chance,Connection,$ 0.99,Cas Haley,2010 Easy Star Records
11234,"September 14 , 2010","International , Pop , Caribbean & Cuba , Reggae",3:22,Will I Find,Connection,$ 0.99,Cas Haley,2010 Easy Star Records
11235,"September 14 , 2010","International , Pop , Caribbean & Cuba , Reggae",5:05,No One,Connection,$ 0.99,Cas Haley,2010 Easy Star Records
11236,"September 14 , 2010","International , Pop , Caribbean & Cuba , Reggae",3:38,Let It Out,Connection,$ 0.99,Cas Haley,2010 Easy Star Records
11237,"September 14 , 2010","International , Pop , Caribbean & Cuba , Reggae",3:51,Time And Truth,Connection,$ 0.99,Cas Haley,2010 Easy Star Records
11238,"September 14 , 2010","International , Pop , Caribbean & Cuba , Reggae",4:02,Counting Stars,Connection,$ 0.99,Cas Haley,2010 Easy Star Records
11239,"September 14 , 2010","International , Pop , Caribbean & Cuba , Reggae",3:35,I 'm Free,Connection,$ 0.99,Cas Haley,2010 Easy Star Records
11240,"September 14 , 2010","International , Pop , Caribbean & Cuba , Reggae",3:53,Here I Come,Connection,$ 0.99,Cas Haley,2010 Easy Star Records
11241,"September 14 , 2010","International , Pop , Caribbean & Cuba , Reggae",3:54,Everyday,Connection,$ 0.99,Cas Haley,2010 Easy Star Records
11242,"September 14 , 2010","International , Pop , Caribbean & Cuba , Reggae",3:31,Connection,Connection,$ 0.99,Cas Haley,2010 Easy Star Records
11243,"September 14 , 2010","International , Pop , Caribbean & Cuba , Reggae",4:52,Better ( Michael G Easy Star All-Stars Remix ),Connection,$ 0.99,Cas Haley,2010 Easy Star Records
11244,,Alternative Rock,4:48,Consent,Consent,$ 0.99,The Devlins,( p ) Nettwerk Productions
11245,,Alternative Rock,4:57,Static in the Flow,Consent,$ 0.99,The Devlins,( p ) Nettwerk Productions
11246,,Alternative Rock,3:52,There Is a Light,Consent,$ 0.99,The Devlins,( p ) Nettwerk Productions
11247,,Alternative Rock,3:56,Strangest Things,Consent,$ 0.99,The Devlins,( p ) Nettwerk Productions
11248,,Alternative Rock,3:50,In Seville,Consent,$ 0.99,The Devlins,( p ) Nettwerk Productions
11249,,Alternative Rock,6:15,People Still Believing,Consent,$ 0.99,The Devlins,( p ) Nettwerk Productions
11250,,Alternative Rock,4:46,Snowbirds,Consent,$ 0.99,The Devlins,( p ) Nettwerk Productions
11251,,Alternative Rock,4:01,Montreal,Consent,$ 0.99,The Devlins,( p ) Nettwerk Productions
11252,,Alternative Rock,1:22,Metro,Consent,$ 0.99,The Devlins,( p ) Nettwerk Productions
11253,,Alternative Rock,4:35,Wide Open,Consent,$ 0.99,The Devlins,( p ) Nettwerk Productions
11254,,Alternative Rock,4:10,Five Miles to Midnight,Consent,$ 0.99,The Devlins,( p ) Nettwerk Productions
11255,,Alternative Rock,5:11,Vertical,Consent,$ 0.99,The Devlins,( p ) Nettwerk Productions
11256,"June 20 , 2010","Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",5:48,Circle,Contact Note,$ 0.99,Jon Hopkins,2004 Just Music
11257,"June 20 , 2010","Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",5:13,Second Sense,Contact Note,$ 0.99,Jon Hopkins,2004 Just Music
11258,"June 20 , 2010","Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",7:47,Contact Note,Contact Note,$ 0.99,Jon Hopkins,2004 Just Music
11259,"June 20 , 2010","Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",2:16,Searchlight,Contact Note,$ 0.99,Jon Hopkins,2004 Just Music
11260,"June 20 , 2010","Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",5:12,Symmetry,Contact Note,$ 0.99,Jon Hopkins,2004 Just Music
11261,"June 20 , 2010","Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",6:00,100,Contact Note,$ 0.99,Jon Hopkins,2004 Just Music
11262,"June 20 , 2010","Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",2:43,Glasstop,Contact Note,$ 0.99,Jon Hopkins,2004 Just Music
11263,"June 20 , 2010","Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",4:35,Sleepwalker,Contact Note,$ 0.99,Jon Hopkins,2004 Just Music
11264,"June 20 , 2010","Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",3:14,Reprise,Contact Note,$ 0.99,Jon Hopkins,2004 Just Music
11265,"June 20 , 2010","Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",7:31,Nightjar,Contact Note,$ 0.99,Jon Hopkins,2004 Just Music
11266,"June 20 , 2010","Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",5:25,Black and Red,Contact Note,$ 0.99,Jon Hopkins,2004 Just Music
11267,"June 20 , 2010","Alternative Rock , Dance & Electronic,Electronica,Singer-Songwriters",5:38,Luna Moth,Contact Note,$ 0.99,Jon Hopkins,2004 Just Music
11268,"November 3 , 2014",Alternative Rock,3:35,Contagious,Contagious,$ 1.29,Night Riots,2014 Sumerian Records
11269,"March 20 , 2009","Electronica , Dance & Electronic , House",6:26,Control Freak,Control Freak,$ 0.99,Electrixx,( C ) 2009 Karatemusik
11270,"March 20 , 2009","Electronica , Dance & Electronic , House",6:09,My Mistake,Control Freak,$ 0.99,Electrixx,( C ) 2009 Karatemusik
11271,"March 20 , 2009","Electronica , Dance & Electronic , House",5:48,Control Freak ( Superstrobe Remix ),Control Freak,$ 0.99,Electrixx,( C ) 2009 Karatemusik
11272,"April 2 , 2013",Dance & Electronic,4:49,Control,Control,$ 0.89,Disclosure,2013 Greco-Roman Ltd
11273,"April 2 , 2013",Dance & Electronic,6:05,Lividup,Control,$ 0.89,Disclosure,2013 Greco-Roman Ltd
11274,"April 2 , 2013",Dance & Electronic,6:34,Control ( Joe Goddard Remix ),Control,$ 0.89,Disclosure,2013 Greco-Roman Ltd
11275,"April 2 , 2013",Dance & Electronic,9:31,Boiling ( Dixon Remix ),Control,$ 0.89,Disclosure,2013 Greco-Roman Ltd
11276,"April 2 , 2013",Dance & Electronic,4:42,What 's In Your Head ( Mak & Pasteman Remix ),Control,$ 0.89,Disclosure,2013 Greco-Roman Ltd
11277,"April 2 , 2013",Dance & Electronic,5:52,Boiling ( Medlar Remix ),Control,$ 0.89,Disclosure,2013 Greco-Roman Ltd
11278,"September 20 , 2015",Rap & Hip-Hop,3:28,FYM [ Explicit ],Controversy [ Explicit ],$ 0.89,Chris Young,2013 Greco-Roman Ltd
11279,"September 20 , 2015",Rap & Hip-Hop,3:30,FYM ( Radio ),Controversy [ Explicit ],$ 0.89,Chris Young,2013 Greco-Roman Ltd
11280,"May 4 , 2015",Dance & Electronic,4:45,Cool ( A-Trak Remix ) [ feat . Roy English ],Cool ( A-Trak Remix ),$ 1.29,Alesso,"( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11281,"March 31 , 2015",Dance & Electronic,4:39,Cool ( Crnkn Remix ) [ Feat . Roy English ],Cool ( Crnkn Remix ),$ 1.29,Alesso,"( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11282,"May 12 , 2015",Dance & Electronic,3:47,Cool ( Sonny Alven Remix ) [ feat . Roy English ],Cool ( Sonny Alven Remix ),$ 1.29,Alesso,"( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11283,"April 14 , 2015",Dance & Electronic,3:26,Cool ( Sweater Beats Remix ) [ feat . Roy English ],Cool ( Sweater Beats Remix ),$ 1.29,Alesso,"( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11284,"September 16 , 2008",R&B,4:17,Cool,Cool,$ 0.99,Anthony Hamilton featuring David Banner,"( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11285,"September 30 , 2003",Classical,3:16,Fanfare For The Common Man ( Instrumental ),"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11286,"September 30 , 2003",Classical,2:48,Very Slowly,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11287,"September 30 , 2003",Classical,3:03,Appalachian Spring : Allegro,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11288,"September 30 , 2003",Classical,3:37,Appalachian Spring : Moderato,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11289,"September 30 , 2003",Classical,3:30,Appalachian Spring : Fast,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11290,"September 30 , 2003",Classical,4:04,Appalachian Spring : Subito allegro,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11291,"September 30 , 2003",Classical,1:07,As At First ( Slowly ),"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11292,"September 30 , 2003",Classical,3:12,Appalachian Spring : Doppio movimento,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11293,"September 30 , 2003",Classical,3:25,Appalachian Spring : Moderato - Coda,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11294,"September 30 , 2003",Classical,3:16,The Boatmen 's Dance ( Set One ),"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11295,"September 30 , 2003",Classical,2:07,Old American Songs : The Dodger ( Set One ),"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11296,"September 30 , 2003",Classical,3:12,Long Time Ago ( Set One ),"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11297,"September 30 , 2003",Classical,1:45,Old American Songs : Simple Gifts ( Set One ),"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11298,"September 30 , 2003",Classical,2:06,Old American Songs : I Bought Me a Cat ( Set One ),"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11299,"September 30 , 2003",Classical,2:57,Old American Songs : The Little Horses ( Set One ),"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11300,"September 30 , 2003",Classical,2:08,Old American Songs : Zion 's Walls ( Set One ),"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11301,"September 30 , 2003",Classical,3:35,Old American Songs : The Golden Willow Tree ( Set One ),"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11302,"September 30 , 2003",Classical,3:13,Old American Songs : At the River ( Set One ),"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11303,"September 30 , 2003",Classical,1:32,Old American Songs : Ching-a-Ring Chaw ( Set One ),"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11304,"September 30 , 2003",Classical,7:48,Rodeo : Four Dance Episodes : I. Buckaroo Holiday,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11305,"September 30 , 2003",Classical,3:51,Rodeo : Four Dance Episodes : II . Corral Nocturne ( Instrumental ),"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11306,"September 30 , 2003",Classical,4:43,Rodeo : Four Dance Episodes : III . Saturday Night Waltz,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11307,"September 30 , 2003",Classical,3:32,Rodeo : Four Dance Episodes : IV . Hoedown,"Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
11308,"September 30 , 2003",Classical,1:56,"Fanfare for the Common Man ( Version of Symphony No. 3 , Fourth Movement ) ( Excerpt )","Copland Conducts Copland - Expanded Edition ( Fanfare for the Common Man , Appalachian Spring , Old American Songs ( Complete ) , Rodeo : Four Dance Episodes )",$ 0.99,"Aaron Copland , London Symphony Orchestra , William Warfield","( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc."
