song_entry_id,rights_info,price_amount,music_title,genre_name,performer_name,release_day,album_title_name,track_time
2788,2012 S-Curve Records,$ 1.99,The Heavy and the Slow ( Live ),"Pop , Music , Rock",Andy Grammer,13-Mar-12,Live from L.A.,4:31
2789,2012 S-Curve Records,$ 1.99,The Heavy and the Slow ( Live ),"Pop , Music , Rock",Andy Grammer,13-Mar-12,Live from L.A.,4:31
2790,2012 S-Curve Records,$ 1.99,The Heavy and the Slow ( Live ),"Pop , Music , Rock",Andy Grammer,13-Mar-12,Live from L.A.,4:31
2791,2012 S-Curve Records,$ 1.99,The Heavy and the Slow ( Live ),"Pop , Music , Rock",Andy Grammer,13-Mar-12,Live from L.A.,4:31
2792,2012 S-Curve Records,$ 1.99,The Heavy and the Slow ( Live ),"Pop , Music , Rock",Andy Grammer,13-Mar-12,Live from L.A.,4:31
2793,2012 S-Curve Records,$ 1.99,The Heavy and the Slow ( Live ),"Pop , Music , Rock",Andy Grammer,13-Mar-12,Live from L.A.,4:31
2794,"2012 Blackbird Production Partners , LLC",$ 1.29,I Walk the Line ( Live ),"Country , Music","Buddy Miller , Don Was , Greg Leisz , Ian Mclaughlin & Kenny Aronoff",3-Aug-12,We Walk the Line - A Celebration of the Music of Johnny Cash ( Live ),2:29
2795,"2015 Universal Music Enterprises , a Division of UMG Recordings , Inc.",$ 1.29,Toner ( Instrumental Suite ),"Soundtrack , Music",Christophe Beck & Mark Kilian,10-Feb-15,Ultimate Pitch Perfect ( Original Motion Picture Soundtrack ),2:58
2796,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Album Only,Exclusive Video Content 2,"Pop , Music , Rock , Dance , Teen Pop",Little Mix,,Get Weird ( Deluxe Edition ),--
2797,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Album Only,Exclusive Video Content 2,"Pop , Music , Rock , Dance , Teen Pop",Little Mix,,Get Weird ( Deluxe Edition ),--
2798,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Album Only,Exclusive Video Content 2,"Pop , Music , Rock , Dance , Teen Pop",Little Mix,,Get Weird ( Deluxe Edition ),--
2799,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Album Only,Exclusive Video Content 2,"Pop , Music , Rock , Dance , Teen Pop",Little Mix,,Get Weird ( Deluxe Edition ),--
2800,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Album Only,Exclusive Video Content 2,"Pop , Music , Rock , Dance , Teen Pop",Little Mix,,Get Weird ( Deluxe Edition ),--
2801,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Album Only,Exclusive Video Content 2,"Pop , Music , Rock , Dance , Teen Pop",Little Mix,,Get Weird ( Deluxe Edition ),--
2802,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Album Only,Exclusive Video Content 2,"Pop , Music , Rock , Dance , Teen Pop",Little Mix,,Get Weird ( Deluxe Edition ),--
2803,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Album Only,Exclusive Video Content 2,"Pop , Music , Rock , Dance , Teen Pop",Little Mix,,Get Weird ( Deluxe Edition ),--
2804,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Album Only,Exclusive Video Content 2,"Pop , Music , Rock , Dance , Teen Pop",Little Mix,,Get Weird ( Deluxe Edition ),--
2805,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Album Only,Exclusive Video Content 2,"Pop , Music , Rock , Dance , Teen Pop",Little Mix,,Get Weird ( Deluxe Edition ),--
2806,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Album Only,Exclusive Video Content 2,"Pop , Music , Rock , Dance , Teen Pop",Little Mix,,Get Weird ( Deluxe Edition ),--
2807,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Album Only,The End,"Pop , Music , Rock , Dance , Teen Pop",Little Mix,,Get Weird,--
2808,2010 Macklemore & Ryan Lewis,$ 0.99,The Town ( Sabzi Remix ),"Hip-Hop/Rap , Music",Macklemore & Ryan Lewis,20-Oct-10,VS. Redux - EP,4:26
2809,"2011 Macklemore , LLC",$ 0.99,Otherside Remix ( Live ),"Hip-Hop/Rap , Music",Macklemore & Ryan Lewis,31-Aug-11,Otherside Remix ( Live ) - Single,6:10
2810,"2012 Macklemore , LLC .",$ 1.29,Cowboy Boots,"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap",Macklemore & Ryan Lewis,9-Oct-12,The Heist,4:15
2811,"2012 Macklemore , LLC .",$ 1.29,Cowboy Boots,"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap",Macklemore & Ryan Lewis,9-Oct-12,The Heist,4:15
2812,"2012 Macklemore , LLC .",$ 1.29,Cowboy Boots,"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap",Macklemore & Ryan Lewis,9-Oct-12,The Heist,4:15
2813,"2012 Macklemore , LLC .",$ 1.29,Cowboy Boots,"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap",Macklemore & Ryan Lewis,9-Oct-12,The Heist,4:15
2814,"2012 Macklemore , LLC .",$ 1.29,Cowboy Boots,"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap",Macklemore & Ryan Lewis,9-Oct-12,The Heist,4:15
2815,"2012 Macklemore , LLC .",$ 1.29,Cowboy Boots,"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap",Macklemore & Ryan Lewis,9-Oct-12,The Heist,4:15
2816,"2013 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment",$ 0.69,Leave My Heart Out of This ( Acoustic ),"Pop , Music , Rock , Teen Pop , Dance",Fifth Harmony,15-Nov-13,Better Together - Acoustic - EP,3:54
2817,"2013 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment",$ 0.69,Leave My Heart Out of This ( Acoustic ),"Pop , Music , Rock , Teen Pop , Dance",Fifth Harmony,15-Nov-13,Better Together - Acoustic - EP,3:54
2818,"2013 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment",$ 0.69,Que el Coraz ' _ n No Hable por Mi ( Leave My Heart Out of This ),"Pop , Music , Latino , Latin Pop",Fifth Harmony,8-Nov-13,Juntos - EP,3:52
2819,2013 Capitol Nashville,$ 1.29,Livin ' Part of Life,"Country , Music , Rock , Southern Rock , Contemporary Country",Eric Church,17-Dec-13,Chief / Caught In the Act / Carolina / Sinners Like Me,4:29
2820,"Compilation 2010 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",Album Only,Star-Spangled Banner ( Bonus Track ),"Country , Music",4Troops,15-Jun-10,Now That 's What I Call the U.S.A. ( The Patriotic Country Collection ),2:24
2821,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",Album Only,Earthquake ( feat . Busta Rhymes ) [ Bonus Track ],"Pop , Music",Labrinth,1-May-12,"Now That 's What I Call Music , Vol . 42",4:19
2822,"2012 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC.",Album Only,Home,"Country , Music",Dierks Bentley,12-Jun-12,"NOW That 's What I Call Country , Vol . 5",3:58
2823,"2011 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC.",Album Only,The Breath You Take,"Country , Music",George Strait,14-Jun-11,"Now That 's What I Call Country , Vol . 4",3:34
2824,"2013 RCA Records , a division of Sony Music Entertainment",$ 1.29,Burning Down the House ( Live ),"Alternative , Music , Rock , Indie Rock",WALK THE MOON,18-Jan-13,Tightrope - EP,3:51
2825,"2013 RCA Records , a division of Sony Music Entertainment",$ 1.29,Burning Down the House ( Live ),"Alternative , Music , Rock , Indie Rock",WALK THE MOON,18-Jan-13,Tightrope - EP,3:51
2826,"2013 RCA Records , a division of Sony Music Entertainment",$ 1.29,Burning Down the House ( Live ),"Alternative , Music , Rock , Indie Rock",WALK THE MOON,18-Jan-13,Tightrope - EP,3:51
2827,"2015 RCA Records , a division of Sony Music Entertainment",$ 1.29,Different Colors ( Acoustic ),"Alternative , Music , Indie Rock , Rock",WALK THE MOON,4-Sep-15,Shut Up and Dance ( Acoustic ) - Single,3:24
2828,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2829,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2830,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2831,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2832,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,$ 0.99,Outversion,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",Mark Ronson,10-Jul-07,Version,1:50
2833,2003 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States .,$ 0.99,Rashi ( Outro ),"Dance,Music,Hip-Hop / Rap,Hip-Hop , Alternative Rap , R&B / Soul , Soul , Electronic",Mark Ronson,29-Aug-03,Here Comes the Fuzz,2:01
2834,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,$ 0.99,Outversion,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",Mark Ronson,10-Jul-07,Version,1:50
2835,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) LIMITED,$ 0.99,Stop Me ( Kissy Sell Out Remix ),"Electronic,Music,Hip-Hop / Rap , Alternative Rap , R&B / Soul,Neo-Soul , Soul , Contemporary R&B",Daniel Merriweather & Mark Ronson,14-Aug-07,Stop Me ( Remixes ) - EP,5:58
2836,"Tracks 3 , 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",$ 1.29,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )","Pop , Music , R&B / Soul , Soul , Funk , Electronic",Mark Ronson,12-Jan-15,Uptown Special,2:16
2837,"Tracks 3 , 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",$ 1.29,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )","Pop , Music , R&B / Soul , Soul , Funk , Electronic",Mark Ronson,12-Jan-15,Uptown Special,2:16
2838,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",$ 1.29,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )","Pop , Music , R&B / Soul , Funk , Soul",Mark Ronson,13-Jan-15,Uptown Special,2:16
2839,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",$ 1.29,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )","Pop , Music , R&B / Soul , Funk , Soul",Mark Ronson,13-Jan-15,Uptown Special,2:16
2840,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",$ 1.29,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )","Pop , Music , R&B / Soul , Funk , Soul",Mark Ronson,13-Jan-15,Uptown Special,2:16
2841,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",$ 1.29,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )","Pop , Music , R&B / Soul , Funk , Soul",Mark Ronson,13-Jan-15,Uptown Special,2:16
2842,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",$ 1.29,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )","Pop , Music , R&B / Soul , Funk , Soul",Mark Ronson,13-Jan-15,Uptown Special,2:16
2843,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",$ 1.29,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )","Pop , Music , R&B / Soul , Funk , Soul",Mark Ronson,13-Jan-15,Uptown Special,2:16
2844,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",$ 1.29,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )","Pop , Music , R&B / Soul , Funk , Soul",Mark Ronson,13-Jan-15,Uptown Special,2:16
2845,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",$ 1.29,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )","Pop , Music , R&B / Soul , Funk , Soul",Mark Ronson,13-Jan-15,Uptown Special,2:16
2846,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",$ 1.29,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )","Pop , Music , R&B / Soul , Funk , Soul",Mark Ronson,13-Jan-15,Uptown Special,2:16
2847,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2848,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2849,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2850,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2851,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2852,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2853,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2854,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2855,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2856,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2857,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2858,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2859,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2860,2015 Lions Gate Records Inc.,$ 1.29,In the Bathtub,"Soundtrack , Music , Original Score , Soundtrack , Classical",Geoff Zanelli & Mark Ronson,20-Jan-15,Mortdecai ( Music from the Motion Picture ),2:23
2861,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) LIMITED,$ 0.99,Stop Me ( Kissy Sell Out Remix ),"Electronic,Music,Hip-Hop / Rap , Alternative Rap , R&B / Soul,Neo-Soul , Soul , Contemporary R&B",Daniel Merriweather & Mark Ronson,14-Aug-07,Stop Me ( Remixes ) - EP,5:58
2862,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) LIMITED,$ 0.99,Stop Me ( Kissy Sell Out Remix ),"Electronic,Music,Hip-Hop / Rap , Alternative Rap , R&B / Soul,Neo-Soul , Soul , Contemporary R&B",Daniel Merriweather & Mark Ronson,14-Aug-07,Stop Me ( Remixes ) - EP,5:58
2863,Compilation ( P ) 2008 SONY BMG MUSIC ENTERTAINMENT,Album Only,Tender Buttons,"Soundtrack , Music , Soundtrack",Broadcast,18-Mar-08,21 ( Music from the Motion Picture ),2:51
2864,2006 Rapster,$ 0.99,Exit Music ( For a Film ),"Rock , Music , Electronic",The Cinematic Orchestra,28-Apr-06,Exit Music : Songs With Radio Heads,7:20
2865,2010 Mark Ronson under exclusive license to Sony Music Entertainment UK Limited,$ 1.29,Bang Bang Bang ( feat . Q-Tip & MNDR ),"Alternative , Music",Mark Ronson & The Business Intl. .,12-Jul-10,Bang Bang Bang ( feat . Q-Tip & MNDR ) - Single,4:05
2866,2010,$ 0.99,Carrot Blue,"Rock , Music",The Ghost of a Saber Tooth Tiger,29-Nov-10,La Carotte Bleue,4:30
2867,2012 The Coca-Cola Company / Mark Ronson / Katy B under exclusive license to Sony Music Entertainment UK Limited,$ 1.29,Anywhere in the World ( Sport-a-Pella Version ),"Pop , Music , Electronic",Katy B & Mark Ronson,15-May-12,Anywhere in the World - Single,3:51
2868,2012 The Coca-Cola Company / Mark Ronson / Katy B under exclusive license to Sony Music Entertainment UK Limited,$ 1.29,Anywhere in the World ( Sport-a-Pella Version ),"Pop , Music , Electronic",Katy B & Mark Ronson,15-May-12,Anywhere in the World - Single,3:51
2869,"Tracks 3 , 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",$ 1.29,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )","Pop , Music , R&B / Soul , Soul , Funk , Electronic",Mark Ronson,12-Jan-15,Uptown Special,2:16
2870,"Tracks 3 , 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",$ 1.29,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )","Pop , Music , R&B / Soul , Soul , Funk , Electronic",Mark Ronson,12-Jan-15,Uptown Special,2:16
2871,"Tracks 3 , 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",$ 1.29,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )","Pop , Music , R&B / Soul , Soul , Funk , Electronic",Mark Ronson,12-Jan-15,Uptown Special,2:16
2872,"Tracks 3 , 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",$ 1.29,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )","Pop , Music , R&B / Soul , Soul , Funk , Electronic",Mark Ronson,12-Jan-15,Uptown Special,2:16
2873,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,$ 0.99,Outversion,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",Mark Ronson,10-Jul-07,Version,1:50
2874,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,$ 0.99,Outversion,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",Mark Ronson,10-Jul-07,Version,1:50
2875,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,$ 0.99,Outversion,"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",Mark Ronson,10-Jul-07,Version,1:50
