item_id,music_album,play_time,release_date,copyright_details,song_title,singer_name,genre_class,item_price
5585,NOW That 's What I Call ACM Awards 50 Years,3:12,31-Mar-15,"‰ ãÑ 2015 UMG Recordings , Inc. and Sony Music Entertainment",Tulsa Time,Don Williams,"Country , Music",Album Only
5586,NOW That 's What I Call ACM Awards 50 Years,3:12,31-Mar-15,"‰ ãÑ 2015 UMG Recordings , Inc. and Sony Music Entertainment",Rhinestone Cowboy,Glen Campbell,"Country , Music",Album Only
5587,NOW That 's What I Call ACM Awards 50 Years,2:54,31-Mar-15,"‰ ãÑ 2015 UMG Recordings , Inc. and Sony Music Entertainment",Behind Closed Doors,Charlie Rich,"Country , Music",Album Only
5588,NOW That 's What I Call ACM Awards 50 Years,2:24,31-Mar-15,"‰ ãÑ 2015 UMG Recordings , Inc. and Sony Music Entertainment",Lead Me On,Conway Twitty & Loretta Lynn,"Country , Music",Album Only
5589,NOW That 's What I Call ACM Awards 50 Years,2:41,31-Mar-15,"‰ ãÑ 2015 UMG Recordings , Inc. and Sony Music Entertainment",Okie From Muskogee,Merle Haggard,"Country , Music",Album Only
5590,Folie ÌÊ Deux ( Deluxe Version ),4:17,16-Dec-08,‰ ãÑ 2008 The Island Def Jam Music Group,Disloyal Order of Water Buffaloes,Fall Out Boy,"Alternative , Music , Punk",$ 0.99
5591,Folie ÌÊ Deux ( Deluxe Version ),3:34,16-Dec-08,‰ ãÑ 2008 The Island Def Jam Music Group,I Do n't Care,Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5592,Folie ÌÊ Deux ( Deluxe Version ),3:51,16-Dec-08,‰ ãÑ 2008 The Island Def Jam Music Group,She 's My Winona,Fall Out Boy,"Alternative , Music , Punk",$ 0.99
5593,Folie ÌÊ Deux ( Deluxe Version ),3:34,16-Dec-08,‰ ãÑ 2008 The Island Def Jam Music Group,America 's Suitehearts,Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5594,Folie ÌÊ Deux ( Deluxe Version ),3:54,16-Dec-08,‰ ãÑ 2008 The Island Def Jam Music Group,Headfirst Slide Into Cooperstown On a Bad Bet,Fall Out Boy,"Alternative , Music , Punk",$ 0.99
5595,Folie ÌÊ Deux ( Deluxe Version ),3:18,16-Dec-08,‰ ãÑ 2008 The Island Def Jam Music Group,The ( Shipped ) Gold Standard,Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5596,Folie ÌÊ Deux ( Deluxe Version ),4:35,16-Dec-08,‰ ãÑ 2008 The Island Def Jam Music Group,Coffee 's for Closers,Fall Out Boy,"Alternative , Music , Punk",$ 0.99
5597,Folie ÌÊ Deux ( Deluxe Version ),4:50,16-Dec-08,‰ ãÑ 2008 The Island Def Jam Music Group,"What a Catch , Donnie",Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5598,Folie ÌÊ Deux ( Deluxe Version ),3:12,16-Dec-08,‰ ãÑ 2008 The Island Def Jam Music Group,27,Fall Out Boy,"Alternative , Music , Punk",$ 0.99
5599,Folie ÌÊ Deux ( Deluxe Version ),3:43,16-Dec-08,‰ ãÑ 2008 The Island Def Jam Music Group,Tiffany Blews,Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5600,Folie ÌÊ Deux ( Deluxe Version ),4:38,16-Dec-08,‰ ãÑ 2008 The Island Def Jam Music Group,W.A.M.S.,Fall Out Boy,"Alternative , Music , Punk",$ 0.99
5601,Folie ÌÊ Deux ( Deluxe Version ),4:17,16-Dec-08,‰ ãÑ 2008 The Island Def Jam Music Group,20 Dollar Nose Bleed,Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5602,Folie ÌÊ Deux ( Deluxe Version ),2:45,16-Dec-08,‰ ãÑ 2008 The Island Def Jam Music Group,West Coast Smoker,Fall Out Boy,"Alternative , Music , Punk",$ 0.99
5603,Folie ÌÊ Deux ( Deluxe Version ),3:11,16-Dec-08,‰ ãÑ 2008 The Island Def Jam Music Group,I Do n't Care ( Cobra Starship Suave Suarez Remix ) [ Bonus Track ],Fall Out Boy,"Alternative , Music , Punk",$ 0.99
5604,Folie ÌÊ Deux ( Deluxe Version ),4:27,16-Dec-08,‰ ãÑ 2008 The Island Def Jam Music Group,I Do n't Care ( Bonus Video ),Fall Out Boy,"Alternative , Music , Punk",$ 1.99
5605,From Under the Cork Tree,3:08,3-May-05,‰ ãÑ 2005 The Island Def Jam Music Group,Our Lawyer Made Us Change the Name of This Song So We Would n't Get Sued,Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5606,From Under the Cork Tree,3:11,3-May-05,‰ ãÑ 2005 The Island Def Jam Music Group,Of All the Gin Joints In All the World,Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5607,From Under the Cork Tree,3:00,3-May-05,‰ ãÑ 2005 The Island Def Jam Music Group,"Dance , Dance",Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5608,From Under the Cork Tree,3:49,3-May-05,‰ ãÑ 2005 The Island Def Jam Music Group,"Sugar , We 're Goin Down",Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5609,From Under the Cork Tree,3:20,3-May-05,‰ ãÑ 2005 The Island Def Jam Music Group,Nobody Puts Baby In the Corner,Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5610,From Under the Cork Tree,3:10,3-May-05,‰ ãÑ 2005 The Island Def Jam Music Group,I 've Got a Dark Alley and a Bad Idea That Says You Should Shut Your Mouth ( Summer Song ),Fall Out Boy,"Alternative , Music , Punk",$ 0.99
5611,From Under the Cork Tree,3:02,3-May-05,‰ ãÑ 2005 The Island Def Jam Music Group,7 Minutes In Heaven ( Atavan Halen ),Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5612,From Under the Cork Tree,3:23,3-May-05,‰ ãÑ 2005 The Island Def Jam Music Group,Sophmore Slump or Comeback of the Year,Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5613,From Under the Cork Tree,3:23,3-May-05,‰ ãÑ 2005 The Island Def Jam Music Group,"Champagne for My Real Friends , Real Pain for My Sham Friends",Fall Out Boy,"Alternative , Music , Punk",$ 0.99
5614,From Under the Cork Tree,3:31,3-May-05,‰ ãÑ 2005 The Island Def Jam Music Group,I Slept With Someone In Fall Out Boy and All I Got Was This Stupid Song Written About Me,Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5615,From Under the Cork Tree,2:49,3-May-05,‰ ãÑ 2005 The Island Def Jam Music Group,"A Little Less Sixteen Candles , a Little More `` Touch Me ''",Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5616,From Under the Cork Tree,3:27,3-May-05,‰ ãÑ 2005 The Island Def Jam Music Group,Get Busy Living or Get Busy Dying ( Do Your Part to Save the Scene and Stop Going to Shows ),Fall Out Boy,"Alternative , Music , Punk",$ 0.99
5617,From Under the Cork Tree,3:40,3-May-05,‰ ãÑ 2005 The Island Def Jam Music Group,Xo,Fall Out Boy,"Alternative , Music , Punk",$ 1.29
5618,Believers Never Die - Greatest Hits ( Bonus Track Version ),3:15,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,Dead On Arrival,Fall Out Boy,"Alternative , Music , Rock , Adult Alternative , Punk",Album Only
5619,Believers Never Die - Greatest Hits ( Bonus Track Version ),3:11,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,Grand Theft Autumn / Where Is Your Boy,Fall Out Boy,"Alternative , Music , Rock , Adult Alternative , Punk",Album Only
5620,Believers Never Die - Greatest Hits ( Bonus Track Version ),3:37,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,Saturday,Fall Out Boy,"Alternative , Music , Rock , Adult Alternative , Punk",Album Only
5621,Believers Never Die - Greatest Hits ( Bonus Track Version ),2:50,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,"A Little Less Sixteen Candles , A Little More Touch Me",Fall Out Boy,"Alternative , Music , Rock , Adult Alternative , Punk",$ 1.29
5622,Believers Never Die - Greatest Hits ( Bonus Track Version ),3:33,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,"This Ai n't a Scene , It 's an Arms Race",Fall Out Boy,"Alternative , Music , Rock , Adult Alternative , Punk",$ 1.29
5623,Believers Never Die - Greatest Hits ( Bonus Track Version ),3:28,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,Thnks fr th Mmrs,Fall Out Boy,"Alternative , Music , Rock , Adult Alternative , Punk",$ 1.29
5624,Believers Never Die - Greatest Hits ( Bonus Track Version ),3:35,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,"The Take Over , The Breaks Over",Fall Out Boy,"Alternative , Music , Rock , Adult Alternative , Punk",$ 1.29
5625,Believers Never Die - Greatest Hits ( Bonus Track Version ),3:35,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,I 'm Like a Lawyer With the Way I 'm Always Trying to Get You Off ( Me & You ),Fall Out Boy,"Alternative , Music , Rock , Adult Alternative , Punk",$ 1.29
5626,Believers Never Die - Greatest Hits ( Bonus Track Version ),3:49,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,Beat It ( feat . John Mayer ),Fall Out Boy,"Alternative , Music , Rock , Adult Alternative , Punk",$ 1.29
5627,Believers Never Die - Greatest Hits ( Bonus Track Version ),3:41,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,Alpha Dog,Fall Out Boy,"Alternative , Music , Rock , Adult Alternative , Punk",$ 1.29
5628,Believers Never Die - Greatest Hits ( Bonus Track Version ),3:35,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,From Now On We Are Enemies ( Bonus Track ),Fall Out Boy,"Alternative , Music , Rock , Adult Alternative , Punk",$ 1.29
5629,Believers Never Die - Greatest Hits ( Bonus Track Version ),3:40,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,Yule Shoot Your Eye Out ( Bonus Track ),Fall Out Boy,"Alternative , Music , Rock , Adult Alternative , Punk",$ 1.29
5630,Believers Never Die - Greatest Hits ( Bonus Track Version ),2:54,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,Growing Up ( Bonus Track ),Fall Out Boy,"Alternative , Music , Rock , Adult Alternative , Punk",$ 0.99
5631,Believers Never Die - Greatest Hits ( Deluxe Edition ),3:50,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,"Sugar , We 're Goin ' Down",Fall Out Boy,"Alternative , Music , Punk , Rock , Adult Alternative",$ 1.29
5632,Believers Never Die - Greatest Hits ( Deluxe Edition ),2:50,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,"A Little Less Sixteen Candles , A Little More `` Touch Me ''",Fall Out Boy,"Alternative , Music , Punk , Rock , Adult Alternative",$ 1.29
5633,Believers Never Die - Greatest Hits ( Deluxe Edition ),3:49,17-Nov-09,‰ ãÑ 2009 The Island Def Jam Music Group,Beat It,Fall Out Boy,"Alternative , Music , Punk , Rock , Adult Alternative",$ 1.29
