digital_track_id,release_album,published_on,genre_desc,artist_name,song_duration,label_info,price_usd
4197,iTunes Session - EP,10-Dec-13,"Pop , Music",Ellie Goulding,3:45,2013 Polydor Ltd. ( UK ),$ 1.29
4198,iTunes Session - EP,10-Dec-13,"Pop , Music",Ellie Goulding,3:45,2013 Polydor Ltd. ( UK ),$ 1.29
4199,iTunes Session - EP,10-Dec-13,"Pop , Music",Ellie Goulding,3:45,2013 Polydor Ltd. ( UK ),$ 1.29
4200,iTunes Session - EP,10-Dec-13,"Pop , Music",Ellie Goulding,3:45,2013 Polydor Ltd. ( UK ),$ 1.29
4201,Pump It Up - Beach Workout,18-May-14,"Fitness & Workout , Music",Monkey Safari,3:45,2014 Ministry of Sound Recordings Ltd,$ 1.29
4202,Running Trax Summer 2014 - Ministry of Sound,22-Jun-14,"Fitness & Workout , Music",Fred V & Grafix,3:25,2014 Ministry of Sound Recordings Ltd,$ 1.29
4203,Spring Breakers ( Music From the Motion Picture ),12-Mar-13,"Soundtrack , Music , Soundtrack , Pop",Ellie Goulding,3:29,"2013 Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States .",Album Only
4204,Divergent Spectrum,2-Aug-11,"Electronic , Music , Rock , Dance , House",Bassnectar,2:20,2011 Amorphous Music,$ 1.29
4205,"Lights , Pt. 2 ( The Remixes ) - EP",19-Jul-11,"Dance , Music , Pop",Ellie Goulding,5:44,2011 Polydor Ltd. ( UK ),$ 1.29
4206,"Lights , Pt. 2 ( The Remixes ) - EP",19-Jul-11,"Dance , Music , Pop",Ellie Goulding,5:44,2011 Polydor Ltd. ( UK ),$ 1.29
4207,"Lights , Pt. 2 ( The Remixes ) - EP",19-Jul-11,"Dance , Music , Pop",Ellie Goulding,5:44,2011 Polydor Ltd. ( UK ),$ 1.29
4208,"Lights , Pt. 2 ( The Remixes ) - EP",19-Jul-11,"Dance , Music , Pop",Ellie Goulding,5:44,2011 Polydor Ltd. ( UK ),$ 1.29
4209,"Lights , Pt. 2 ( The Remixes ) - EP",19-Jul-11,"Dance , Music , Pop",Ellie Goulding,5:44,2011 Polydor Ltd. ( UK ),$ 1.29
4210,Run Into the Light,30-Aug-10,"Fitness & Workout , Music , Dance , Rock , Pop",Ellie Goulding,5:35,2010 Polydor Ltd. ( UK ),$ 1.29
4211,Run Into the Light,30-Aug-10,"Fitness & Workout , Music , Dance , Rock , Pop",Ellie Goulding,5:35,2010 Polydor Ltd. ( UK ),$ 1.29
4212,Run Into the Light,30-Aug-10,"Fitness & Workout , Music , Dance , Rock , Pop",Ellie Goulding,5:35,2010 Polydor Ltd. ( UK ),$ 1.29
4213,Run Into the Light,30-Aug-10,"Fitness & Workout , Music , Dance , Rock , Pop",Ellie Goulding,5:35,2010 Polydor Ltd. ( UK ),$ 1.29
4214,Run Into the Light,30-Aug-10,"Fitness & Workout , Music , Dance , Rock , Pop",Ellie Goulding,5:35,2010 Polydor Ltd. ( UK ),$ 1.29
4215,The Chillout Session - Ministry of Sound,2-Sep-12,"Pop , Music",Wretch 32,3:57,2012 Ministry of Sound Recordings Limited,$ 1.29
4216,iTunes Festival : London 2012 - EP,19-Nov-12,"Pop , Music",Ellie Goulding,3:36,2012 Polydor Ltd. ( UK ),$ 1.29
4217,iTunes Festival : London 2012 - EP,19-Nov-12,"Pop , Music",Ellie Goulding,3:36,2012 Polydor Ltd. ( UK ),$ 1.29
4218,iTunes Festival : London 2012 - EP,19-Nov-12,"Pop , Music",Ellie Goulding,3:36,2012 Polydor Ltd. ( UK ),$ 1.29
4219,iTunes Festival : London 2012 - EP,19-Nov-12,"Pop , Music",Ellie Goulding,3:36,2012 Polydor Ltd. ( UK ),$ 1.29
4220,iTunes Festival : London 2012 - EP,19-Nov-12,"Pop , Music",Ellie Goulding,3:36,2012 Polydor Ltd. ( UK ),$ 1.29
4221,iTunes Festival : London 2012 - EP,19-Nov-12,"Pop , Music",Ellie Goulding,3:36,2012 Polydor Ltd. ( UK ),$ 1.29
4222,Anything Could Happen ( Remixed ),15-Jan-13,"Pop , Music , Rock",Ellie Goulding,7:45,2013 Polydor Ltd. ( UK ),$ 1.29
4223,Anything Could Happen ( Remixed ),15-Jan-13,"Pop , Music , Rock",Ellie Goulding,7:45,2013 Polydor Ltd. ( UK ),$ 1.29
4224,Anything Could Happen ( Remixed ),15-Jan-13,"Pop , Music , Rock",Ellie Goulding,7:45,2013 Polydor Ltd. ( UK ),$ 1.29
4225,Anything Could Happen ( Remixed ),15-Jan-13,"Pop , Music , Rock",Ellie Goulding,7:45,2013 Polydor Ltd. ( UK ),$ 1.29
4226,Anything Could Happen ( Remixed ),15-Jan-13,"Pop , Music , Rock",Ellie Goulding,7:45,2013 Polydor Ltd. ( UK ),$ 1.29
4227,Anything Could Happen ( Remixed ),15-Jan-13,"Pop , Music , Rock",Ellie Goulding,7:45,2013 Polydor Ltd. ( UK ),$ 1.29
4228,The Sound of Dubstep Classics - Ministry of Sound,26-Aug-13,"Dance , Music",Coki,3:38,2013 Ministry of Sound Recordings Ltd,$ 1.29
4229,"The Twilight Saga : Breaking Dawn , Pt. 2 ( Original Motion Picture Soundtrack )",9-Nov-12,"Soundtrack , Music",Carter Burwell,4:15,2012 This compilation 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Album Only
4230,Run Into the Light,30-Aug-10,"Fitness & Workout , Music , Dance , Rock , Pop",Ellie Goulding,5:35,2010 Polydor Ltd. ( UK ),$ 1.29
4231,iTunes Festival : London 2010 - EP,15-Jul-10,"Pop , Music",Ellie Goulding,3:48,2010 Polydor Ltd. ( UK ),$ 1.29
4232,iTunes Festival : London 2010 - EP,15-Jul-10,"Pop , Music",Ellie Goulding,3:48,2010 Polydor Ltd. ( UK ),$ 1.29
4233,iTunes Festival : London 2010 - EP,15-Jul-10,"Pop , Music",Ellie Goulding,3:48,2010 Polydor Ltd. ( UK ),$ 1.29
4234,iTunes Festival : London 2010 - EP,15-Jul-10,"Pop , Music",Ellie Goulding,3:48,2010 Polydor Ltd. ( UK ),$ 1.29
4235,iTunes Festival : London 2010 - EP,15-Jul-10,"Pop , Music",Ellie Goulding,3:48,2010 Polydor Ltd. ( UK ),$ 1.29
4236,Starry Eyed ( Remixes ) - EP,15-Feb-11,"Dance , Music , Pop , Rock",Ellie Goulding,8:14,2011 Polydor Ltd. ( UK ),$ 1.29
4237,Starry Eyed ( Remixes ) - EP,15-Feb-11,"Dance , Music , Pop , Rock",Ellie Goulding,8:14,2011 Polydor Ltd. ( UK ),$ 1.29
4238,Starry Eyed ( Remixes ) - EP,15-Feb-11,"Dance , Music , Pop , Rock",Ellie Goulding,8:14,2011 Polydor Ltd. ( UK ),$ 1.29
4239,Starry Eyed ( Remixes ) - EP,15-Feb-11,"Dance , Music , Pop , Rock",Ellie Goulding,8:14,2011 Polydor Ltd. ( UK ),$ 1.29
4240,"Lights ( The Remixes ) , Pt. 1 - EP",23-May-11,"Dance , Music , Rock , Pop",Ellie Goulding,3:49,2011 Polydor Ltd. ( UK ),$ 1.29
4241,"Lights ( The Remixes ) , Pt. 1 - EP",23-May-11,"Dance , Music , Rock , Pop",Ellie Goulding,3:49,2011 Polydor Ltd. ( UK ),$ 1.29
4242,"Lights ( The Remixes ) , Pt. 1 - EP",23-May-11,"Dance , Music , Rock , Pop",Ellie Goulding,3:49,2011 Polydor Ltd. ( UK ),$ 1.29
4243,Finding Neverland : The Album ( Songs from the Broadway Musical ),9-Jun-15,"Soundtrack , Music",The Goo Goo Dolls,3:53,"2015 Republic Records , a division of UMG Recordings , Inc.",$ 1.29
4244,Beating Heart - EP,26-May-14,"Pop , Music , Rock",Ellie Goulding,5:18,2014 Polydor Ltd. ( UK ),$ 1.29
4245,NOW That 's What I Call a Workout 4,19-May-14,"Fitness & Workout , Music",Ti ' âsto,3:21,"2014 UMG Recordings , Inc. and Sony Music Entertainment",Album Only
4246,The Sound of Dubstep Worldwide 4 - Ministry of Sound,10-Nov-13,"Dance , Music",Icicle,4:37,2013 Ministry of Sound Recordings Ltd,$ 1.29
4247,Beating Heart - EP,26-May-14,"Pop , Music , Rock",Ellie Goulding,5:18,2014 Polydor Ltd. ( UK ),$ 1.29
4248,"Lights ( The Remixes ) , Pt. 1 - EP",23-May-11,"Dance , Music , Rock , Pop",Ellie Goulding,3:49,2011 Polydor Ltd. ( UK ),$ 1.29
4249,Beating Heart - EP,26-May-14,"Pop , Music , Rock",Ellie Goulding,5:18,2014 Polydor Ltd. ( UK ),$ 1.29
4250,Fifty Shades of Grey ( Original Motion Picture Soundtrack ),10-Feb-15,"Soundtrack , Music",Danny Elfman,2:54,"2015 Universal Studios and Republic Records a division of UMG Recordings , Inc.",$ 1.29
4251,Handwritten,14-Apr-15,"Pop , Music , Rock , Vocal , Dance , Teen Pop",Shawn Mendes,3:50,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4252,Handwritten,14-Apr-15,"Pop , Music , Rock , Vocal , Dance , Teen Pop",Shawn Mendes,3:50,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4253,Handwritten,14-Apr-15,"Pop , Music , Rock , Vocal , Dance , Teen Pop",Shawn Mendes,3:50,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4254,Handwritten,14-Apr-15,"Pop , Music , Rock , Vocal , Dance , Teen Pop",Shawn Mendes,3:50,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4255,Handwritten,14-Apr-15,"Pop , Music , Rock , Vocal , Dance , Teen Pop",Shawn Mendes,3:50,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4256,One of Those Nights - Single,2-Feb-15,"Pop , Music , Rock",Shawn Mendes,3:30,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4257,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4258,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4259,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4260,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4261,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4262,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4263,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4264,Show You - Single,2-Feb-15,"Pop , Music",Shawn Mendes,3:00,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4265,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4266,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4267,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4268,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4269,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4270,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4271,Descendants ( Original TV Movie Soundtrack ),31-Jul-15,"Soundtrack , Music",David Lawrence,6:49,2015 Walt Disney Records,$ 1.29
4272,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4273,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4274,Handwritten,14-Apr-15,"Pop , Music , Rock , Vocal , Dance , Teen Pop",Shawn Mendes,3:50,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4275,Handwritten ( Deluxe ),14-Apr-15,"Pop , Music , Rock , Vocal , Teen Pop , Dance",Shawn Mendes,3:13,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
4276,Nine Track Mind,,"Pop , Music , Rock",Charlie Puth,3:05,"2015 Artist Partner Group , Inc",$ 1.29
4277,Nine Track Mind,,"Pop , Music , Rock",Charlie Puth,3:05,"2015 Artist Partner Group , Inc",$ 1.29
4278,Nine Track Mind,,"Pop , Music , Rock",Charlie Puth,3:05,"2015 Artist Partner Group , Inc",$ 1.29
4279,Nine Track Mind,,"Pop , Music , Rock",Charlie Puth,3:05,"2015 Artist Partner Group , Inc",$ 1.29
4280,Nine Track Mind,,"Pop , Music , Rock",Charlie Puth,3:05,"2015 Artist Partner Group , Inc",$ 1.29
4281,Nine Track Mind,,"Pop , Music , Rock",Charlie Puth,3:05,"2015 Artist Partner Group , Inc",$ 1.29
4282,I Wo n't Tell a Soul - Single,21-Aug-15,"Pop , Music , Rock",Charlie Puth,3:07,"2015 Artist Partner Group , Inc",$ 1.29
4283,Nothing But Trouble ( Instagram Models ) - Single,30-Jun-15,"Hip-Hop , Music,Hip-Hop / Rap",Lil Wayne & Charlie Puth,3:37,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 0.69
4284,Nine Track Mind,,"Pop , Music , Rock",Charlie Puth,3:05,"2015 Artist Partner Group , Inc",$ 1.29
4285,Nine Track Mind,,"Pop , Music , Rock",Charlie Puth,3:05,"2015 Artist Partner Group , Inc",$ 1.29
4286,Nine Track Mind,,"Pop , Music , Rock",Charlie Puth,3:05,"2015 Artist Partner Group , Inc",$ 1.29
4287,Nothing But Trouble ( Instagram Models ) - Single,30-Jun-15,"Hip-Hop , Music,Hip-Hop / Rap",Lil Wayne & Charlie Puth,3:37,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 0.69
4288,Nine Track Mind,,"Pop , Music , Rock",Charlie Puth,3:05,"2015 Artist Partner Group , Inc",$ 1.29
4289,Good to Be a Man - Single,13-Mar-12,"Alternative , Music , Rock , Adult Alternative",Elle King,2:14,2012 Fat Possum Records,$ 0.99
4290,The Elle King EP,11-Jun-12,"Alternative , Music",Elle King,2:40,"2012 RCA Records , a division of Sony Music Entertainment",$ 1.29
4291,The Elle King EP,11-Jun-12,"Alternative , Music",Elle King,2:40,"2012 RCA Records , a division of Sony Music Entertainment",$ 1.29
4292,Love Stuff,13-Feb-15,"Alternative , Music , Rock",Elle King,3:26,"2014 RCA Records , a division of Sony Music Entertainment",$ 1.29
4293,American Girl - Single,4-May-15,"Alternative , Music",Elle King,3:48,"2015 RCA Records , a division of Sony Music Entertainment",$ 1.29
4294,Love Stuff,13-Feb-15,"Alternative , Music , Rock",Elle King,3:26,"2014 RCA Records , a division of Sony Music Entertainment",$ 1.29
4295,The Elle King EP,11-Jun-12,"Alternative , Music",Elle King,2:40,"2012 RCA Records , a division of Sony Music Entertainment",$ 1.29
4296,Love Stuff,13-Feb-15,"Alternative , Music , Rock",Elle King,3:26,"2014 RCA Records , a division of Sony Music Entertainment",$ 1.29
4297,Catch Us If You Can - Single,12-Apr-15,"Alternative , Music",Elle King,3:18,"2015 RCA Records , a division of Sony Music Entertainment",$ 1.29
4298,Love Stuff,13-Feb-15,"Alternative , Music , Rock",Elle King,3:26,"2014 RCA Records , a division of Sony Music Entertainment",$ 1.29
4299,Love Stuff,13-Feb-15,"Alternative , Music , Rock",Elle King,3:26,"2014 RCA Records , a division of Sony Music Entertainment",$ 1.29
4300,Love Stuff,13-Feb-15,"Alternative , Music , Rock",Elle King,3:26,"2014 RCA Records , a division of Sony Music Entertainment",$ 1.29
4301,Love Stuff,13-Feb-15,"Alternative , Music , Rock",Elle King,3:26,"2014 RCA Records , a division of Sony Music Entertainment",$ 1.29
4302,The Elle King EP,11-Jun-12,"Alternative , Music",Elle King,2:40,"2012 RCA Records , a division of Sony Music Entertainment",$ 1.29
4303,Love Stuff,13-Feb-15,"Alternative , Music , Rock",Elle King,3:26,"2014 RCA Records , a division of Sony Music Entertainment",$ 1.29
4304,Love Stuff,13-Feb-15,"Alternative , Music , Rock",Elle King,3:26,"2014 RCA Records , a division of Sony Music Entertainment",$ 1.29
4305,Love Stuff,13-Feb-15,"Alternative , Music , Rock",Elle King,3:26,"2014 RCA Records , a division of Sony Music Entertainment",$ 1.29
4306,Love Stuff,13-Feb-15,"Alternative , Music , Rock",Elle King,3:26,"2014 RCA Records , a division of Sony Music Entertainment",$ 1.29
4307,Love Stuff,13-Feb-15,"Alternative , Music , Rock",Elle King,3:26,"2014 RCA Records , a division of Sony Music Entertainment",$ 1.29
4308,Be Here,26-Apr-11,"Pop , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Rock , Adult Alternative",Rachel Platten,2:57,"2011 Great Unknown , LLC",$ 0.99
4309,Be Here,26-Apr-11,"Pop , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Rock , Adult Alternative",Rachel Platten,2:57,"2011 Great Unknown , LLC",$ 0.99
4310,Be Here,26-Apr-11,"Pop , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Rock , Adult Alternative",Rachel Platten,2:57,"2011 Great Unknown , LLC",$ 0.99
4311,Be Here,26-Apr-11,"Pop , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Rock , Adult Alternative",Rachel Platten,2:57,"2011 Great Unknown , LLC",$ 0.99
4312,Be Here,26-Apr-11,"Pop , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Rock , Adult Alternative",Rachel Platten,2:57,"2011 Great Unknown , LLC",$ 0.99
4313,Be Here,26-Apr-11,"Pop , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Rock , Adult Alternative",Rachel Platten,2:57,"2011 Great Unknown , LLC",$ 0.99
4314,Work of Art - Single,3-Jan-12,"Soundtrack , Music , Pop",Rachel Platten,3:01,2011,$ 0.99
4315,Be Here,26-Apr-11,"Pop , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Rock , Adult Alternative",Rachel Platten,2:57,"2011 Great Unknown , LLC",$ 0.99
