song_entry_id,song_label,album_title,time_length,purchase_price,record_label,singer,track_genre,launch_date
1404,Autonomy ( Cold Blank Mix ),Autonomy - EP,4:59,$ 0.99,2011 Bugeyed Records,Zedd,"Dance , Music",28-Mar-11
1405,Autonomy ( Cold Blank Mix ),Autonomy - EP,4:59,$ 0.99,2011 Bugeyed Records,Zedd,"Dance , Music",28-Mar-11
1406,The Legend Of Zelda ( Electrixx Remix ),The Legend Of Zelda - Single,6:09,$ 0.99,"2011 Bazooka , a division of zooland Music GmbH",Zedd,"Dance , Music",27-May-11
1407,Illusion ( feat . Echosmith ),True Colors,6:30,$ 1.29,2015 Interscope Records,Zedd,"Dance , Music , Electronic",18-May-15
1408,Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ],Beautiful Now ( feat . Jon Bellion ) [ Remixes ] - EP,4:15,$ 1.29,2015 Interscope Records,Zedd,"Dance , Music",10-Jul-15
1409,Illusion ( feat . Echosmith ),True Colors,6:30,$ 1.29,2015 Interscope Records,Zedd,"Dance , Music , Electronic",18-May-15
1410,Illusion ( feat . Echosmith ),True Colors,6:30,$ 1.29,2015 Interscope Records,Zedd,"Dance , Music , Electronic",18-May-15
1411,Beautiful Now ( feat . Jon Bellion ) [ Dirty South Remix ],Beautiful Now ( feat . Jon Bellion ) [ Dirty South Remix ] - Single,3:18,$ 1.29,2015 Interscope Records,Zedd,"Dance , Music",16-Jun-15
1412,Illusion ( feat . Echosmith ),True Colors,6:30,$ 1.29,2015 Interscope Records,Zedd,"Dance , Music , Electronic",18-May-15
1413,Illusion ( feat . Echosmith ),True Colors,6:30,$ 1.29,2015 Interscope Records,Zedd,"Dance , Music , Electronic",18-May-15
1414,Illusion ( feat . Echosmith ),True Colors,6:30,$ 1.29,2015 Interscope Records,Zedd,"Dance , Music , Electronic",18-May-15
1415,Find You ( feat . Matthew Koma & Miriam Bryant ),Find You ( feat . Matthew Koma & Miriam Bryant ) - Single,3:24,$ 1.29,2014 Interscope Records,Zedd,"Dance , Music",26-Jan-14
1416,Illusion ( feat . Echosmith ),True Colors,6:30,$ 1.29,2015 Interscope Records,Zedd,"Dance , Music , Electronic",18-May-15
1417,Illusion ( feat . Echosmith ),True Colors,6:30,$ 1.29,2015 Interscope Records,Zedd,"Dance , Music , Electronic",18-May-15
1418,Riva ( Restart the Game ) [ feat . Broken Back ] [ Radio Edit ],Ultra Summer 2 ( The Best In Deep and Tropical House ),3:00,$ 1.29,"2015 Ultra Records , LLC",Klingande,"House , Music , Dance",29-Jun-15
1419,Epsilon,Epsilon - Single,6:04,$ 1.29,2013 Kyrre Grvell-Dahll,Kygo,"House , Music , Dance",15-May-13
1420,Bricks ( feat . Migos ),Ultra Dance 16,4:23,$ 1.29,"2015 Ultra Records , LLC",Carnage,"Dance , Music , Electronic",24-Feb-15
1421,Firestone ( feat . Conrad Sewell ),Ultra Music Festival 2015,4:33,$ 1.29,"2015 Ultra Records , LLC",Kygo,"Dance , Music , Electronic",10-Mar-15
1422,ID ( Ultra Music Festival Anthem ),ID ( Ultra Music Festival Anthem ) - Single,4:49,$ 1.29,"2015 Kygo under exclusive license to Sony Music Enterntainment Ltd / Ultra Records , LLC",Kygo,"Dance , Music , Electronic",30-Jul-15
1423,Nothing Left ( feat . Will Heard ),Nothing Left ( feat . Will Heard ) - Single,3:56,$ 1.29,"2015 Kygo under exclusive license to Sony Music Entertainment International Ltd / Ultra Records , LLC",Kygo,"R&B / Soul , Music , Electronic",31-Jul-15
1424,I Ca n't Take It ( Party Favor Remix ),This Mixtape Is Fire,4:01,$ 1.29,"2015 Columbia Records , a Division of Sony Music Entertainment",Dillon Francis,"Dance , Music , Electronic",14-Aug-15
1425,Here for You ( feat . Ella Henderson ),Here For You ( feat . Ella Henderson ) - Single,4:04,$ 1.29,"2015 Kygo under exclusive license to Sony Music Entertainment International Ltd / Ultra Records , LLC",Kygo,"Dance , Music , Electronic",4-Sep-15
1426,Stole the Show ( feat . Parson James ),Stole the Show ( feat . Parson James ) - Single,3:42,$ 1.29,"2015 Kygo under exclusive license to Sony Music Entertainment International Ltd / Ultra Records , LLC",Kygo,"Dance , Music , Electronic",23-Mar-15
1427,Firestone ( feat . Conrad Sewell ),Firestone ( feat . Conrad Sewell ) - Single,4:33,$ 1.29,"2014 Kygo under exclusive license to Sony Music Entertainment International Ltd / Ultra Records , LLC",Kygo,"Dance , Music , Electronic",2-Dec-14
1428,Son of Sam ( Bonus Track ),The Sound of Madness ( Deluxe Version ),3:37,Album Only,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",23-Jun-08
1429,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],The Sound of Madness ( Deluxe Edition ),3:47,$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",24-Jun-08
1430,Some Day,Us and Them,3:14,$ 1.29,2005 Atlantic Recording Corp. . For the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Metal , Alternative , Hard Rock",4-Oct-05
1431,Through the Ghost,Amaryllis,4:01,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",23-Mar-12
1432,Misfits,Threat to Survival,4:05,$ 1.29,2015 Atlanic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Alternative , Hard Rock",18-Sep-15
1433,Son of Sam ( Bonus Track ),The Sound of Madness ( Deluxe Version ),3:37,Album Only,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",23-Jun-08
1434,Misfits,Threat to Survival,4:05,$ 1.29,2015 Atlanic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Alternative , Hard Rock",18-Sep-15
1435,45,Leave a Whisper,4:09,$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,Shinedown,"Rock , Music , Hard Rock , Alternative",27-May-03
1436,Son of Sam ( Bonus Track ),The Sound of Madness ( Deluxe Version ),3:37,Album Only,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",23-Jun-08
1437,Fake ( Demo ),Us and Them ( Deluxe Version ),5:05,$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Metal , Hard Rock , Alternative",4-Oct-05
1438,Devour ( iTunes Session ),iTunes Session,3:25,$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music",6-Apr-10
1439,Second Chance ( Live Acoustic from Kansas City ),Somewhere In the Stratosphere ( Live ),5:06,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Metal , Alternative , Hard Rock",18-Apr-11
1440,Second Chance ( Live Acoustic from Kansas City ),Somewhere In the Stratosphere ( Live ),5:06,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Metal , Alternative , Hard Rock",18-Apr-11
1441,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1442,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1443,Son of Sam ( Bonus Track ),The Sound of Madness ( Deluxe Version ),3:37,Album Only,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",23-Jun-08
1444,Son of Sam ( Bonus Track ),The Sound of Madness ( Deluxe Version ),3:37,Album Only,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",23-Jun-08
1445,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",Leave a Whisper ( Deluxe Version ),3:59,$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,Shinedown,"Rock , Music , Hard Rock , Alternative",27-May-03
1446,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",Leave a Whisper ( Deluxe Version ),3:59,$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,Shinedown,"Rock , Music , Hard Rock , Alternative",27-May-03
1447,Second Chance ( Live Acoustic from Kansas City ),Somewhere In the Stratosphere ( Live ),5:06,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Metal , Alternative , Hard Rock",18-Apr-11
1448,Through the Ghost,Amaryllis,4:01,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",23-Mar-12
1449,Through the Ghost,Amaryllis,4:01,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",23-Mar-12
1450,Through the Ghost,Amaryllis,4:01,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",23-Mar-12
1451,Call Me,The Sound of Madness,3:42,$ 1.29,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",24-Jun-08
1452,Call Me,The Sound of Madness,3:42,$ 1.29,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",24-Jun-08
1453,Alice 's Theme,Almost Alice ( Music Inspired By the Motion Picture ),5:08,$ 1.29,2010 Buena Vista Records,Danny Elfman,"Soundtrack , Music",2-Mar-10
1454,Some Day,Us and Them,3:14,$ 1.29,2005 Atlantic Recording Corp. . For the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Metal , Alternative , Hard Rock",4-Oct-05
1455,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],The Sound of Madness ( Deluxe Edition ),3:47,$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",24-Jun-08
1456,Through the Ghost,Amaryllis,4:01,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",23-Mar-12
1457,Call Me,The Sound of Madness,3:42,$ 1.29,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",24-Jun-08
1458,Call Me,The Sound of Madness,3:42,$ 1.29,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",24-Jun-08
1459,Son of Sam ( Bonus Track ),The Sound of Madness ( Deluxe Version ),3:37,Album Only,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",23-Jun-08
1460,Through the Ghost,Amaryllis,4:01,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",23-Mar-12
1461,Through the Ghost,Amaryllis,4:01,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",23-Mar-12
1462,45,Leave a Whisper,4:09,$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,Shinedown,"Rock , Music , Hard Rock , Alternative",27-May-03
1463,Call Me,The Sound of Madness,3:42,$ 1.29,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",24-Jun-08
1464,Son of Sam ( Bonus Track ),The Sound of Madness ( Deluxe Version ),3:37,Album Only,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",23-Jun-08
1465,45,Leave a Whisper,4:09,$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,Shinedown,"Rock , Music , Hard Rock , Alternative",27-May-03
1466,Some Day,Us and Them,3:14,$ 1.29,2005 Atlantic Recording Corp. . For the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Metal , Alternative , Hard Rock",4-Oct-05
1467,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1468,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1469,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1470,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1471,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1472,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1473,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1474,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1475,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1476,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1477,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1478,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1479,45,Leave a Whisper,4:09,$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,Shinedown,"Rock , Music , Hard Rock , Alternative",27-May-03
1480,Save Me ( Pull Mix ),Shinedown - EP,4:19,$ 1.29,2006 Atlanic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music",20-Jun-06
1481,Call Me,The Sound of Madness,3:42,$ 1.29,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",24-Jun-08
1482,Call Me,The Sound of Madness,3:42,$ 1.29,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",24-Jun-08
1483,Devour ( iTunes Session ),iTunes Session,3:25,$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music",6-Apr-10
1484,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],The Sound of Madness ( Deluxe Edition ),3:47,$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",24-Jun-08
1485,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],The Sound of Madness ( Deluxe Edition ),3:47,$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",24-Jun-08
1486,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],The Sound of Madness ( Deluxe Edition ),3:47,$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",24-Jun-08
1487,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],The Sound of Madness ( Deluxe Edition ),3:47,$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",24-Jun-08
1488,Second Chance ( Live Acoustic from Kansas City ),Somewhere In the Stratosphere ( Live ),5:06,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Metal , Alternative , Hard Rock",18-Apr-11
1489,Through the Ghost,Amaryllis,4:01,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",23-Mar-12
1490,Shake the Ground,Avengers Assemble ( Music Inspired By the Motion Picture ),2:40,$ 0.99,"2012 Hollywood Records , Inc.",Cherri Bomb,"Soundtrack , Music",1-May-12
1491,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1492,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1493,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1494,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1495,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1496,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1497,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1498,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1499,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1500,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1501,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1502,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1503,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1504,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1505,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1506,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1507,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1508,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1509,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1510,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1511,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1512,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
1513,Through the Ghost,The Studio Album Collection,4:01,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Shinedown,"Rock , Music",8-Nov-13
