sku_id,group,item_title,product_code,current_price
13413,hubs,startech.com usb3s2sata superspeed usb 3.0 sata adapter cable for 2.5-inch or 3.5-inch hard drives,usb3s2sata,30.17
13414,connectors adapters,startech.com 3 port pci low profile 1394a firewire adapter card - video editing kit pci1394 2lp,pci1394_2lp,19.0
13415,i o port cards,startech.com pex2s952lp 2 port low profile native rs232 pci express serial card with 16950 uart,pex2s952lp,37.99
13416,connectors adapters,startech.com mu3mmsra slim 3.5 mm to right angle stereo audio cable - m m 3 feet,mu3mmsra,3.48
13417,power adapters,startech.com mdp2dvi mini displayport to dvi video adapter converter,mdp2dvi,14.0
13418,i o port cards,startech.com 1 port metal industrial usb to rs422 rs485 serial adapter with isolation icusb422is,icusb422is,83.84
13419,device servers,startech.com 10 100 1000 mbps gigabit 1 port usb over ip device server usb1000ip,usb1000ip,78.24
13420,kvm switches,startech.com 6 feet 3-in-1 ultra thin ps 2 kvm cable svecon6,svecon6,11.99
13421,computer components,startech.com pci express riser card x1 left slot adapter 1u with flexible cable pex1riserf,pex1riserf,36.83
13422,computers accessories,startech.com 4 port pci express 1394a firewire adapter card - 3 external 1 internal pex13943,pex13943,27.99
13423,dvi cables,startech.com dvi to vga display monitor cable - 10 feet dvivgamm10,dvivgamm10,11.48
13424,kvm switches,startech.com 4-port high resolution usb dvi dual link kvm switch with audio sv431dviuahr,sv431dviuahr,253.99
13425,kvm switches,startech.com 4-port professional vga usb kvm switch with hub sv431usb,sv431usb,80.99
13426,kvm switches,startech 2 port usb vga cable kvm switch with audio sv215micusba,sv215micusba,44.24
13427,projection screens,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,,
13428,memory cards,blazing 16gb microsd flash memory card with minisd standardsd adapters for viewsonic g-tablet htc flyer asus eee pad transformer and more tablets includes card reader,,22.99
13429,mp3 player accessories,srs labs iwow-3d audio enhancement adaptor for iphone ipod and ipad black,iwow-3d,41.55
13430,headphones,spider-man mini earbuds,mvf10163sm,6.99
13431,storage presentation materials,stanley bostitch eps4blue - compact desktop electric pencil sharpener blue,,37.67
13432,screen protectors,speck products apple ipad shieldview anti-glare protective screen films 2-pack ipad-shvw-a025mt,ipad-shvw-a025mt,6.69
13433,cases sleeves,speck products fitfolio case for ipad 2 in vegan leather spk-a0280,spk-a0280,25.42
13434,,file storage drawer,,49.95
13435,,sound hat for girls white,,11.86
13436,mp3 players,sony walkman nwzs545blk 16 gb video mp3 player black,nwzs545blk,113.64
13437,mp3 players,sony walkman nwze345blk 16 gb video mp3 player black,nwze345blk,144.99
13438,digital camera accessories,sony vct-r100 lightweight compact tripod with 3-way pan tilt head,vctr100,24.54
13439,accessories,sony vclmhg07a high grade wide angle lens for mvcfd100 200 dcrhc1000,vclmhg07a,
13440,camcorder accessories,sony vcle07a wide conversion lens for sony minidv hi8 camcorders,vcle07a,21.95
13441,video glasses,sony tdg-br50 p youth size 3d active glasses pink,tdg-br50 / p,
13442,printer photoconductors,lexmark e250 e350 e352 e450 photoconductor kit,e250x22g,35.76
13443,computer speakers,sony srsm50 blk compact stylish transportable speaker black,srsm50/blk,32.0
13444,computers accessories,sony smpu10 usb media player black,smpu10,64.96
13445,digital media devices,sony smp-n100 streaming player with wi-fi,smpn100,
13446,mp3 players,sony s-544 8 gb walkman video mp3 player violet,nwzs544vlt,69.98
13447,bags cases,sony reader touch edition prsa-cp65 p - case for ebook reader - pink,prsa-cp65 / p,13.73
13448,ebook readers,sony reader digital book prs-600sc - ebook reader - 6 monochrome e ink 800 x 600 - touchscreen - silver,prs-600sc,
13449,turntables,sony ps-lx300usb usb stereo turntable black,ps-lx300usb,98.78
13450,covers,sony prsa-zc6 - ebook reader cover,prsa-zc6,
13451,ebook readers,reader pocket-silver,prs-300sc,105.99
13452,computers accessories,thinkpad x100e sleeve case,,
13453,memory cards,sony 8 gb pro-hg duo hx memory stick mshx8a black,mshx8a,26.73
13454,camcorders,sony nexvg10 full hd interchangeable lens camcorder black,nexvg10,
13455,usb flash drives,sony micro vault n-series click 16 gb usb 2.0 flash drive usm16gn,usm16gn,20.16
13456,compact stereos,sony mhc-ec69i mini hi-fi shelf system with integrated ipod dock 100w,mhc-ec69i,129.72
13457,headphones,sony mdr-xb500 40mm xb diaphragm driver extra bass headphones,mdr-xb500,49.54
13458,lamps,sony lmp e191 - projector lamp - 2000 hour s,lmp - e191,264.69
13459,camera batteries,sony np-bg1 type g lithium ion rechargeable battery pack for sony w series t20 t100 n2 n1 h7 h9 digital cameras,npbg1,31.79
13460,cases bags,sony lcs-csvc carrying case with carabineer for cyber-shot digital camera black,lcscsvc/b,11.45
13461,camera photo,sony lens case jacket for nex-5 nex-3 with e16mm f2 .8 lens sel16f28 lcs-eml1a t brown,lcs-eml1a / t,
13462,camera photo,sony lens case jacket for nex-5 nex-3 with e16mm f2 .8 lens sel16f28 lcs-eml1a b black,lcseml1a.ae,
13463,digital cameras,sony alpha nex-3 interchangeable lens digital camera w 18-55mm lens black -14.2 mpix,nex3k/b,541.56
13464,accessories,sony hvl-f43am sony alpha system hvl-f43am flash unit for alpha dslr,hvl-f43am,263.64
13465,removable labels,pin fed labels 1 across 3 - 1 2 x15 16 5000 ct removable white ave04018 category address and mailing labels,,40.48
13466,accessories,sony hvl-f42am high power digital flash for sony alpha dslr cameras,hvlf42am,
13467,batteries,sony hvl10nh 10w battery video light for compatible sony camcorders,hvl10nh,85.35
13468,home theater systems,sony ht-ss370 surround sound home theater system black,ht-ss370,
13469,tripods,sony gpavt1 shooting grip with mini tripod,gpavt1,62.58
13470,accessories,sony fdasv1 optical viewfinder black,fdasv1,139.95
13471,unlocked phones,sony ericsson xperia x10 mini pro u20i unlocked gsm android smartphone with 5mp camera bluetooth wi-fi touch screen qwerty keyboard -- international version with no us warranty red,u20ieurd,174.99
13472,earpads,sony epex10a blk hybrid replacement earbuds black,epex10a/blk,7.19
13473,point shoot digital cameras,sony dsc-w310 12.1 mp digital camera with 4x wide angle zoom with digital steady shot image stabilization and 2.7 inch lcd pink,w310 pink,111.49
13474,point shoot digital cameras,sony dsc-s2100 12.1 mp digital camera with 3x optical zoom with digital steady shot image stabilization and 3.0 inch lcd silver,s2100 silver,84.95
13475,headphones,sony drex300ip headphones,drex300ip,63.3
13476,dvd rw discs,sony dpw30r2h 1.4 gb camcorder 8cm dvd rw single,dpw30r2h,3.49
13477,camcorders,sony dcr-sx45 handycam camcorder blue,dcrsx45/l,228.0
13478,point shoot digital camera bundles,sony cyber-shot dsc-wx9 16.2 mp digital camera black with 16gb card battery case tripod accessory kit,k-59094-05,219.95
13479,point shoot digital cameras,sony cyber-shot dsc-w570 16.1 mp digital still camera with carl zeiss vario-tessar 5x wide-angle optical zoom lens and 2.7-inch lcd black,dscw570/b,149.95
13480,point shoot digital cameras,sony cyber-shot dsc-w560 14.1 mp digital still camera with carl zeiss vario-tessar 4x wide-angle optical zoom lens and 3.0-inch lcd red,dscw560/r,127.99
13481,point shoot digital cameras,sony cyber-shot dsc-w510 12.1 mp digital still camera with 4x wide-angle optical zoom lens and 2.7-inch lcd silver,dscw510,99.0
13482,point shoot digital cameras,sony cyber-shot dsc-t110 16.1 mp digital camera with 4x optical zoom and 3-inch touchscreen in silver 8gb accessory kit,dsc-t110,209.95
13483,compact stereos,sony cmtbx20i micro hi-fi shelf system black,cmtbx20i,122.98
13484,cases bags,sony carrying pouch for handycam camcorder black,lcsbbd/b,13.17
13485,distribution,sony bnr50ahe bnr50rh 50 gb dual-layer blu-ray disc,,26.99
13486,camcorders,sony bloggie duo camera white newest model,mhsfs2/w,
13487,dvd home theater,sony bdve280 3d blu-ray disc home theater system,bdve280,
13488,camcorder batteries,sony npfh70 h series actiforce hybrid infolithium battery for most sony camcorders,np-fh70,50.5
13489,accessories,sony 55-200mm f 4-5 .6 sam dt telephoto zoom lens for sony alpha digital slr cameras,sal55200/2,199.99
13490,bags cases,solo cqr collection checkfast airport security-friendly laptop sleeve for notebook computers up to 14.1 inches black cqr106-4,cqr106-4,19.99
13491,media storage organization,snap-n-store sns01658 double wide cd storage boxes holds up to 330 cds glossy black with chrome accents,sns01658,8.29
13492,keyboards,smk-link wireless ultra-mini touchpad keyboard vp6364,vp6364,63.63
13493,memory,kingston 1gb pc2700 sodimm cl2 .5 m12864c250,m12864c250,52.95
13494,mice,smk-link rechargeable bluetooth wireless notebook mouse vp6150,vp6150,34.99
13495,presentation remotes,smk-link pilot pro presentation remote and laser pointer vp6450,vp6450,49.95
13496,hubs,snap-n-store sns01565 - heavy-duty fiberboard magazine file with pvc laminate 3 1 2 x 9 1 4 x 14 black,,
13497,file folder labels,smead a-z color-coded bar-style end tab labels letter h lavender 500 per roll 67078,67078,14.99
13498,file folder labels,smead a-z color-coded bar-style end tab labels letter a red 500 per roll 67071,67071,12.94
13499,,smead 10300 - file folders straight cut one-ply top tab letter manila 100 box,,22.11
13500,switches,smc networks smcgs8p-smart 10 100 1000 mbps smart 8 ports poe 1 x sfp jumbo frame support rack mountable switches,smcgs8p-smart,229.99
13501,covers skins,skinit protective skin for curve 8530 tinkerbell fairy,skndistin10bb8530,14.99
13502,printer accessories,smead 10235 - interior file folders 1 3 cut top tab letter aqua 100 box,,
13503,audio video accessories,sirius supv1 universal dock play vehicle kit,supv1,46.42
13504,external data storage,kingston datatraveler 101 g2 - usb flash drive - 8 gb - usb 2.0 - red,101 g2,7.16
13505,satellite radio tuners adapters,sirius snysc1 interface for sony,snysc1,34.09
13506,cases sleeves,simplism japan leather sleeve case for ipad 2 - orange tr-lscipd2-or en,tr-lscipd2-or / en,29.99
13507,cases sleeves,simplism japan flip silicone case set for ipad 2 - navy tr-fscsipd2-nv en,tr-fscsipd2-nv / en,34.99
13508,,keyboard mouse bundle beige,kt800p1m10pk,133.99
13509,cases sleeves,simplism japan crystal cover set for ipad 2 - dark purple tr-ccsipd2-dp en,tr-ccsipd2-dp / en,29.99
13510,cases,clear silicone skin sony walkman case for sony walkman e340 series nwz-344 nwz-345 nwz-343 ect ... sony walkman screen protector armband belt clip live laugh love wrist band,,9.95
13511,graphics cards,asus hd 5450 silent series with 0db thermal solution and 1 gb memory video card eah5450 silent di 1gd3 lp,eah5450 silent/di/1gd3 ( lp ),46.99
13512,flashes,sigma ef-610 dg st electronic flash for canon digital slr cameras,ef-610 st,162.59
13513,camera lenses,sigma 17-70mm f 2.8-4 dc macro os hsm lens for canon mount digital slr cameras,17-70mm f/2 .8 -4 canon,
13514,shredders,shredder essentials 8-sheet diamond-cross cut shredder ses-d810cd,ses-d810cd,56.0
13515,shredders,shredder essentials 6-sheet diamond-cut shredder,ses-d610,33.79
13516,f-pin-coaxial tip,150ft rg6 18awg quad shielded coaxial cable with gilbert f compression connectors black,,63.61
13517,cash registers,sharp electronics xea406 cash register,xea406,265.17
13518,storage presentation materials,kensington 62564 - simply portable 80 deluxe laptop case 16-3 4 x 4 x 13-1 2 nylon black,,
13519,graphing,sharp el-2630piii deluxe heavy duty color printing calculator with clock and calendar,el-2630piii,61.24
13520,basic,sharpie 37030pp - cd dvd markers fine ultra fine point assorted 4 set,,
