product_id,product_features,current_price,product_desc_name
691,lg 5.6 cu . ft. white freestanding electric range lre30453wh intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings white finish,,lg 5.6 cu . ft. white freestanding electric range lre30453wh
692,lg 5.6 cu . ft. black freestanding electric range lre30453bk intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings black finish,,lg 5.6 cu . ft. black freestanding electric range lre30453bk
693,lg lfc23760st 22.6 cu . ft. stainless steel french door bottom freezer refrigerator lfc23760ss 4 split tempered glass shelves upfront digital temperature controls 2 optibin clear humidity crispers multi-air flow cooling iceplus accelerated freezing function lodecibel quiet operation bioshield anti-bacterial door seal pull-out freezer drawer stainless steel finish,,lg lfc23760st 22.6 cu . ft. stainless steel french door bottom freezer refrigerator lfc23760ss
694,"sony 7.1 channel black a/v receiver strdg820 770 watts total power ( 110w x 7 ) accepting resolutions up to 1080p via hdmi digital cinema auto calibration bravia sync digital cinema sound dolby digital , dolby digital ex , dolby pro logic ii , dolby pro logic iix , dts , dts-es , dts 96/24 , dts neo :6 decoding black finish",399.0,sony 7.1 channel black a/v receiver strdg820
695,"samsung 67 ' black widescreen series 7 led dlp hdtv hl67a750 1920 x 1080p resolution 10,000:1 contrast ratio digital noise reduction cinemapure color engine get the full effect of 3d led backlight ntsc/atsc/clear qam built-in tuners 60,000 hours lamp life black finish",,samsung 67 ' black widescreen series 7 led dlp hdtv hl67a750
696,lg lfc25770sw 25.0 cu . ft. smooth white french door bottom freezer refrigerator lfc25770wh 4 slide out tempered glass shelves internal led touch pad digital temperature controls 2 humidity crispers 4 compartment crisper system multi air flow cooling iceplus accelerated freezing function lodecibel quiet operation bioshield anti bacterial door seal pull out freezer drawer smooth white finish,,lg lfc25770sw 25.0 cu . ft. smooth white french door bottom freezer refrigerator lfc25770wh
697,lg lfc25770sb 25.0 cu . ft. smooth black french door bottom freezer refrigerator lfc25770bk 4 slide out tempered glass shelves internal led touch pad digital temperature controls 2 humidity crispers multi air flow cooling iceplus accelerated freezing function lodecibel quiet operation bioshield anti bacterial door seal pull out freezer drawer smooth black finish,,lg lfc25770sb 25.0 cu . ft. smooth black french door bottom freezer refrigerator lfc25770bk
698,lg lfc25770st 25.0 cu . ft. stainless steel french door bottom freezer refrigerator lfc25770ss 4 slide out tempered glass shelves internal led touch pad digital temperature controls 2 humidity crispers multi-air flow cooling iceplus accelerated freezing function lodecibel quiet operation bioshield anti-bacterial door seal pull-out freezer drawer stainless steel finish,,lg lfc25770st 25.0 cu . ft. stainless steel french door bottom freezer refrigerator lfc25770ss
699,lg 25.0 cu . ft. titanium french door bottom freezer refrigerator lfc25770tt 4 slide out tempered glass shelves internal led touch pad digital temperature controls 2 humidity crispers multi-air flow cooling iceplus accelerated freezing function lodecibel quiet operation bioshield anti-bacterial door seal pull-out freezer drawer titanium finish,,lg 25.0 cu . ft. titanium french door bottom freezer refrigerator lfc25770tt
700,plantronics . audio 920 bluetooth headset audio920 switch between mobile phone & pc multipoint technology skype ready noise canceling microphone wind screen 100 % plug & play dark grey finish,,plantronics . audio 920 bluetooth headset audio920
701,sony weather shower cd clock radio icfcd73w am/fm/weather band splash resistant 5 direct access buttons shuttle dial operation lcd display digital clock hanging strap,,sony weather shower cd clock radio icfcd73w
702,lg lfx25971sw 24.7 cu . ft. smooth white french door bottom freezer refrigerator lfx25971wh 3 slide out tempered glass shelves digital led display smoothtouch digital temperature controls 2 humidity crispers multi-air flow cooling iceplus accelerated freezing function lodecibel quiet operation bioshield anti-bacterial door seal pull-out freezer drawer smooth white finish,,lg lfx25971sw 24.7 cu . ft. smooth white french door bottom freezer refrigerator lfx25971wh
703,lg lfx25971sb 24.7 cu . ft. smooth black french door bottom freezer refrigerator lfx25971bk 3 slide out tempered glass shelves digital led display smoothtouch digital temperature controls 2 humidity crispers multi-air flow cooling iceplus accelerated freezing function lodecibel quiet operation bioshield anti-bacterial door seal pull-out freezer drawer smooth black finish,,lg lfx25971sb 24.7 cu . ft. smooth black french door bottom freezer refrigerator lfx25971bk
704,lg lfx25971st 24.7 cu . ft. stainless steel french door bottom freezer refrigerator lfx25971ss 3 slide out tempered glass shelves digital led display smoothtouch digital temperature controls 2 humidity crispers multi-air flow cooling iceplus accelerated freezing function lodecibel quiet operation bioshield anti-bacterial door seal pull-out freezer drawer stainless steel finish,,lg lfx25971st 24.7 cu . ft. stainless steel french door bottom freezer refrigerator lfx25971ss
705,samsung minidv digital camcorder scdc382 680k pixel ccd 34x zoom lens 720 x 480 pixel movie resolution digital image stabilizer 23 language options 80 minute battery life,,samsung minidv digital camcorder scdc382
706,sony multi band digital tuner shower radio icfs79w splash resistant am/fm/weather band reception easy one button weather band select built-in digital clock selectable automatic-off timer quartz synthesized tuner built-in antennas,49.0,sony splash resistant shower radio icfs79w
707,"lg 32 ' black lcd flat panel hdtv 32lg30 1366 x 768 resolution 12,000:1 dynamic contrast ratio clear voice technology invisible speaker system lg simplink 8ms response time xd engine black finish",,lg 32 ' black lcd flat panel hdtv 32lg30
708,onkyo hts5100 black 7.1-channel home theater system hts5100b connect up to 3 hdmi-enabled sources audio playback from your ipod music optimizer corrects room distortion compatible with sirius satellite radio 4 digital inputs advanced 32-bit processing dsp chip double bass function ipod dock included black finish,,onkyo black 7.1-channel home theater system hts5100b
709,"sony 32 ' bravia m-series gloss black lcd flat panel hdtv kdl32m4000 1366 x 768 resolution 9,000:1 dynamic contrast ratio advanced contrast enhancer ( ace ) atsc/ntsc tuner with qam 3d comb filter bravia theatre sync clean wire management gloss black finish",,sony 32 ' bravia m-series gloss black lcd flat panel hdtv kdl32m4000
710,"samsung 50 ' widescreen plasma hdtv pn50a650 touch of color ultra filterbright anti glare technology 1,000,000:1 dynamic contrast ratio picture-in-picture anti-burn-in technology sports/game/movie modes single integrated user interface with wheel-key remote atsc/ntsc/clear qa tuners",,samsung 50 ' widescreen plasma hdtv pn50a650
711,lg 30 ' white freestanding gas range lrg30357wh 5.0 cu . ft. capacity oven superboil burner 5 burner system smoothtouch controls warming drawer electronic ignition system one piece recessed cooktop self-cleaning oven white finish,,lg 30 ' white freestanding gas range lrg30357wh
712,lg 30 ' black freestanding gas range lrg30357bk 5.0 cu . ft. capacity oven superboil burner 5 burner system smoothtouch controls warming drawer electronic ignition system one piece recessed cooktop self-cleaning oven white finish,,lg 30 ' black freestanding gas range lrg30357bk
713,samsung 5 disc home theater surround sound system htz510 5-disc dvd changer hdmi output 5.1 channel home theater audio system multimedia disc playback xm satellite radio-ready wireless ready ipod connectivity compatible black finish,,samsung 5 disc home theater surround sound system htz510
714,lg 30 ' stainless steel freestanding gas range lrg30357ss 5.0 cu . ft. capacity oven superboil burner 5 burner system smoothtouch controls warming drawer electronic ignition system one piece recessed cooktop self-cleaning oven stainless steel finish,,lg 30 ' stainless steel freestanding gas range lrg30357ss
715,"samsung 5 disc home theater surround sound system httz515 5.1 channel 5 disc capability usb host play ipod dock divx playback dolby digital , dolby pro logic and dts system black finish",,samsung 5 disc home theater surround sound system httz515
716,lg over-the-range white microwave oven lmv1680wh hidden venting system 300 cfm exhaust system dual distribution technology incandescent cooktop light bi-level cooking rack melt & soften feature child lock white finish,,lg over-the-range white microwave oven lmv1680wh
717,lg over-the-range black microwave oven lmv1680bk hidden venting system 300 cfm exhaust system dual distribution technology incandescent cooktop light bi-level cooking rack melt & soften feature child lock black finish,,lg over-the-range black microwave oven lmv1680bk
718,lg over-the-range stainless steel microwave oven lmv1680ss hidden venting system 300 cfm exhaust system dual distribution technology incandescent cooktop light bi-level cooking rack melt & soften feature child lock stainless steel finish,,lg over-the-range stainless steel microwave oven lmv1680ss
719,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh
720,lg 2.0 cu . ft. over-the-range black microwave oven lmvm2085bk warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting black finish,,lg 2.0 cu . ft. over-the-range black microwave oven lmvm2085bk
721,"lg 52 ' black lcd flat panel hdtv 52lg50 full hd 1080p resolution 15,000:1 dynamic contrast ratio three hdmi v. 1.3 with deep color intelligent sensor av mode clear voice lg simplink connectivity invisible speaker system usb 2.0 black finish",,lg 52 ' black lcd flat panel hdtv 52lg50
722,lg 2.0 cu . ft. over-the-range stainless steel microwave oven lmvm2085ss warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting stainless steel finish,,lg 2.0 cu . ft. over-the-range stainless steel microwave oven lmvm2085ss
723,"lg 47 ' black lcd flat panel hdtv 47lg50 full hd 1080p resolution 15,000:1 dynamic contrast ratio three hdmi v. 1.3 with deep color intelligent sensor av mode clear voice lg simplink connectivity invisible speaker system usb 2.0 black finish",,lg 47 ' black lcd flat panel hdtv 47lg50
724,samsung black combo dvd/vhs player dvdv9800 progressive scan 1080p up-conversion via hdmi 10bit 54mhz digital-to-analog converter 4-head hi-fi vcr black finish no tuner,98.0,samsung black combo dvd/vhs player dvdv9800
725,sharp 26 ' black lcd hdtv with built in dvd player lc26dv24u side loading progressive scan dvd player true 16:9 aspect ratio ( 1366 x 768 ) 500 cd/m2 brightness 800:1 contrast ratio 8ms response time 1 hdmi pc input black finish,,sharp 26 ' black lcd hdtv with built in dvd player lc26dv24u
726,pioneer 4 ` x6 ' 2-way component plate speaker tsp462 150 watts maximum power foamed impp composite cone 1 ' soft dome tweeter,,pioneer 4 ` x6 ' 2-way component plate speaker tsp462
727,omnimount stellar series audio tower g303dark designed for large audio components supports tabletop flat panels three ? floating ? shelf design integrated cable management black finish,299.0,omnimount stellar series audio tower g303dark
728,peerless 37 ' 60 ' flat panel tv black wall mount st660p plasma flat panel tvs 200 lbs load capacity up to 15 degrees of forward tilt and -5 degrees backward tilt black finish,,peerless 37 ' 60 ' flat panel tv black wall mount st660p
729,"weber q 320 liquid propane table and outdoor grill 586002 462 sq. in . total cooking area 21,700 btu stainless steel burners porcelain-enameled cast-iron cooking grate cast-aluminum lid and body electronic ignition grill out handle light folding work tables with tool holders removable catch pan built-in thermometer stationary cart included black and aluminum finish assembly required",379.0,weber q 320 liquid propane table and outdoor grill 586002
730,lg 24 ' lds4821ww semi integrated built in white dishwasher lds4821wh xl tall tub cleans up to 16 place settings at once adjustable upper rack lodecibel quiet operation senseclean wash system 4 wash cycles with 3 spray arms multi-level water direction slim direct drive motor semi-integrated electronic control panel white finish,,lg 24 ' lds4821ww semi integrated built in white dishwasher lds4821wh
731,lg 24 ' lds4821bb semi integrated built in black dishwasher lds4821bk xl tall tub cleans up to 16 place settings at once adjustable upper rack lodecibel quiet operation senseclean wash system 4 wash cycles with 3 spray arms multi-level water direction slim direct drive motor semi-integrated electronic control panel black finish,,lg 24 ' lds4821bb semi integrated built in black dishwasher lds4821bk
732,lg 24 ' ldf6920ww fully integrated built in white dishwasher ldf6920wh xl tall tub cleans up to 16 place settings at once adjustable upper rack lodecibel quiet operation senseclean wash system 5 wash cycles with 3 spray arms multi-level water direction slim direct drive motor fully integrated electronic control panel white finish,,lg 24 ' ldf6920ww fully integrated built in white dishwasher ldf6920wh
733,sony black component home theater system ht7200dh 900 watts 5.1 channels hdmi 1080p output dvd player hdmi active intellegence av receiver 5 satellite speakers xm ready black finish,499.0,sony black component home theater system ht7200dh
734,lg 24 ' ldf6920st fully integrated built in stainless steel dishwasher ldf6920ss xl tall tub cleans up to 16 place settings at once adjustable upper rack lodecibel quiet operation senseclean wash system 5 wash cycles with 3 spray arms multi-level water direction slim direct drive motor fully integrated electronic control panel stainless steel finish,,lg 24 ' ldf6920st fully integrated built in stainless steel dishwasher ldf6920ss
735,lg 24 ' ldf6920bb fully integrated built in black dishwasher ldf6920bk xl tall tub cleans up to 16 place settings at once adjustable upper rack lodecibel quiet operation senseclean wash system 5 wash cycles with 3 spray arms multi-level water direction slim direct drive motor fully integrated electronic control panel black finish,,lg 24 ' ldf6920bb fully integrated built in black dishwasher ldf6920bk
736,sony 37 ' bravia xbr series black lcd flat panel hdtv kdl37xbr6 1920 x 1080 full hd 1080p resolution digital media extender ( dmex ) bravia engine technology advanced contrast enhancer ( ace ) enhanced ( xmb ) user interface with rich 3d graphics 24p true cinema black finish,,sony 37 ' bravia xbr series black lcd flat panel hdtv kdl37xbr6
737,sony 40 ' bravia z series black lcd flat panel hdtv kdl40z4100b 1920 x 1080 full hd 1080p resolution digital media extender ( dmex ) bravia engine technology advanced contrast enhancer ( ace ) enhanced ( xmb ) user interface with rich 3d graphics 24p true cinema black finish,,sony 40 ' bravia z series black lcd flat panel hdtv kdl40z4100b
738,"samsung black blu-ray player bdp1500 1080p with 24hz video output x.v.color connectivity ( hdmi v1 .3 option ) selectable dvd upconversion ( 720p/1080i/1080p ) anynet + ( hdmi-cec ) dolby digital , dolby digital plus , dolby truehd and dts-hd master audio ethernet port black finish",,samsung black blu-ray player bdp1500
739,garmin nuvi 255w gps navigation system 0100071820 3d map view auto re-route route avoidance custom pois where am i feature configurable vehicle icons voice prompts choice of route set up touchscreen garmin lock,,garmin nuvi 255w gps navigation system 0100071820
740,sony 46 ' bravia z series black lcd flat panel hdtv kdl46z4100b 1920 x 1080 full hd 1080p resolution digital media extender ( dmex ) bravia engine technology advanced contrast enhancer ( ace ) enhanced ( xmb ) user interface with rich 3d graphics 24p true cinema black finish,,sony 46 ' bravia z series black lcd flat panel hdtv kdl46z4100b
741,sony 42 ' bravia v series black lcd flat panel hdtv kdl42v4100 1920 x 1080 full hd 1080p resolution digital media extender ( dmex ) bravia engine technology advanced contrast enhancer ( ace ) enhanced ( xmb ) user interface with rich 3d graphics 24p true cinema black finish,,sony 42 ' bravia v series black lcd flat panel hdtv kdl42v4100
742,"lg lmx25981st 24.7 cu . ft. capacity stainless steel french door refrigerator lmx25981ss double freezer drawers tall ice & water dispensing center sophisticated design , inside & out 4 compartment crisper system lodecibel quiet operation contour doors with hidden hinges premium led interior light stainless steel finish",,lg lmx25981st 24.7 cu . ft. capacity stainless steel french door refrigerator lmx25981ss
743,tomtom black carry case 9uea01700 specifically designed for tomtom one 130 gps durable and compact protective hardcover material wrist strap black finish,19.0,tomtom black carry case 9uea01700
744,"lg 52 ' black lcd flat panel hdtv 52lg70 1920 x 1080p full hd resolution 15,000:1 dynamic contrast ratio trumotion 120hz hdmi v1 .3 with deep color intelligent sensor 24p real cinema clear voice technology invisible speaker system lg simplink black finish",,lg 52 ' black lcd flat panel hdtv 52lg70
745,pioneer kuro 50 ' black plasma hdtv pdp5020fd 1920 x 1080p full hd resolution new home media gallery home network connectivity four independent hdmi v1 .3 inputs anti-reflective filter cell structure with crystal emissive layer asic video processing and scaling detachable bottom speaker room light sensor atsc/ntsc tuner with clear qam 1080p 24/60hz signal via hdmi black finish,,pioneer kuro 50 ' black plasma hdtv pdp5020fd
746,pioneer kuro 60 ' black plasma hdtv pdp6020fd 1920 x 1080p full hd resolution new home media gallery home network connectivity four independent hdmi v1 .3 inputs anti-reflective filter cell structure with crystal emissive layer asic video processing and scaling detachable bottom speaker room light sensor atsc/ntsc tuner with clear qam 1080p 24/60hz signal via hdmi black finish,,pioneer kuro 60 ' black plasma hdtv pdp6020fd
747,nikon coolpix p80 digital camera in black coolpixp80 10.1 megapixels 18x optical wide-angle zoom-nikkor lens 2.7 ' high-resolution lcd electronic viewfinder auto adjusts up to iso 6400 in-camera red-eye fix face-priority af d-lighting high quality tv movies with sound black finish,,nikon coolpix p80 digital camera in black coolpixp80
748,panasonic 60gb hard drive camcorder sdrh60 advanced optical image stabilization 60gb internal hard drive up to 64 hours recording time anti-shock shield one-touch dvd copying wind noise reduction intelligent contrast control built-in sd slot 50x optical zoom silver finish,,panasonic 60gb hard drive camcorder sdrh60
