item_id,copyright_notice,track_release_date,music_style,duration_sec,track_price,track_title,performer_name
1452,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,24-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",3:42,$ 1.29,Call Me,Shinedown
1453,2010 Buena Vista Records,2-Mar-10,"Soundtrack , Music",5:08,$ 1.29,Alice 's Theme,Danny Elfman
1454,2005 Atlantic Recording Corp. . For the United States and WEA International Inc. for the world outside of the United States .,4-Oct-05,"Rock , Music , Metal , Alternative , Hard Rock",3:14,$ 1.29,Some Day,Shinedown
1455,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,24-Jun-08,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",3:47,$ 1.29,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],Shinedown
1456,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,23-Mar-12,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",4:01,$ 1.29,Through the Ghost,Shinedown
1457,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,24-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",3:42,$ 1.29,Call Me,Shinedown
1458,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,24-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",3:42,$ 1.29,Call Me,Shinedown
1459,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,23-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",3:37,Album Only,Son of Sam ( Bonus Track ),Shinedown
1460,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,23-Mar-12,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",4:01,$ 1.29,Through the Ghost,Shinedown
1461,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,23-Mar-12,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",4:01,$ 1.29,Through the Ghost,Shinedown
1462,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,27-May-03,"Rock , Music , Hard Rock , Alternative",4:09,$ 1.29,45,Shinedown
1463,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,24-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",3:42,$ 1.29,Call Me,Shinedown
1464,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,23-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",3:37,Album Only,Son of Sam ( Bonus Track ),Shinedown
1465,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,27-May-03,"Rock , Music , Hard Rock , Alternative",4:09,$ 1.29,45,Shinedown
1466,2005 Atlantic Recording Corp. . For the United States and WEA International Inc. for the world outside of the United States .,4-Oct-05,"Rock , Music , Metal , Alternative , Hard Rock",3:14,$ 1.29,Some Day,Shinedown
1467,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1468,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1469,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1470,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1471,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1472,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1473,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1474,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1475,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1476,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1477,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1478,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1479,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,27-May-03,"Rock , Music , Hard Rock , Alternative",4:09,$ 1.29,45,Shinedown
1480,2006 Atlanic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States .,20-Jun-06,"Rock , Music",4:19,$ 1.29,Save Me ( Pull Mix ),Shinedown
1481,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,24-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",3:42,$ 1.29,Call Me,Shinedown
1482,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,24-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",3:42,$ 1.29,Call Me,Shinedown
1483,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6-Apr-10,"Rock , Music",3:25,$ 1.29,Devour ( iTunes Session ),Shinedown
1484,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,24-Jun-08,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",3:47,$ 1.29,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],Shinedown
1485,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,24-Jun-08,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",3:47,$ 1.29,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],Shinedown
1486,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,24-Jun-08,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",3:47,$ 1.29,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],Shinedown
1487,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,24-Jun-08,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",3:47,$ 1.29,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],Shinedown
1488,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",5:06,$ 1.29,Second Chance ( Live Acoustic from Kansas City ),Shinedown
1489,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,23-Mar-12,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",4:01,$ 1.29,Through the Ghost,Shinedown
1490,"2012 Hollywood Records , Inc.",1-May-12,"Soundtrack , Music",2:40,$ 0.99,Shake the Ground,Cherri Bomb
1491,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1492,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1493,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1494,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1495,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1496,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1497,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1498,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1499,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1500,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1501,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1502,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1503,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1504,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1505,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1506,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1507,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1508,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1509,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1510,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1511,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1512,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1513,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1514,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1515,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,23-Mar-12,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",4:01,$ 1.29,Through the Ghost,Shinedown
1516,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,23-Mar-12,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",4:01,$ 1.29,Through the Ghost,Shinedown
1517,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,24-Jul-12,"Dance , Music , Electronic",3:54,$ 1.29,Unity ( Steve Lade Radio Edit ),Shinedown
1518,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,24-Jul-12,"Dance , Music , Electronic",3:54,$ 1.29,Unity ( Steve Lade Radio Edit ),Shinedown
1519,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,24-Jul-12,"Dance , Music , Electronic",3:54,$ 1.29,Unity ( Steve Lade Radio Edit ),Shinedown
1520,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2-Nov-12,"Dance , Music , Electronic",4:07,$ 1.29,Bully ( Figure Remix ),Shinedown
1521,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2-Nov-12,"Dance , Music , Electronic",4:07,$ 1.29,Bully ( Figure Remix ),Shinedown
1522,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2-Nov-12,"Dance , Music , Electronic",4:07,$ 1.29,Bully ( Figure Remix ),Shinedown
1523,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,16-Apr-13,"Rock , Music",4:02,$ 1.29,I 'll Follow You ( From the Warner Sound Live Room Sessions ),Shinedown
1524,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,27-May-13,"Rock , Music",3:14,$ 1.99,I Feel the Earth Move ( The Live Room ),Shinedown
1525,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,27-May-13,"Rock , Music",3:14,$ 1.99,I Feel the Earth Move ( The Live Room ),Shinedown
1526,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,27-May-13,"Rock , Music",3:14,$ 1.99,I Feel the Earth Move ( The Live Room ),Shinedown
1527,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,27-May-13,"Rock , Music",3:14,$ 1.99,I Feel the Earth Move ( The Live Room ),Shinedown
1528,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,27-May-13,"Rock , Music",3:14,$ 1.99,I Feel the Earth Move ( The Live Room ),Shinedown
1529,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1530,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
1531,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,8-Nov-13,"Rock , Music",4:01,$ 1.29,Through the Ghost,Shinedown
